,ward,district,date_day,date_year,charge_1_type,race_WHITE HISPANIC,race_BLACK,race_BLACK HISPANIC,race_WHITE,race_ASIAN / PACIFIC ISLANDER,race_AMER INDIAN / ALASKAN NATIVE,race_UNKNOWN / REFUSED
32855,8,006,12,2021,M,0,1,0,0,0,0,0
32856,39,017,12,2021,F,0,0,0,1,0,0,0
32857,21,022,23,2021,M,0,1,0,0,0,0,0
32858,22,010,6,2020,M,1,0,0,0,0,0,0
32859,34,022,6,2020,F,0,1,0,0,0,0,0
32860,21,006,6,2020,M,0,1,0,0,0,0,0
32861,14,008,6,2020,M,0,0,0,1,0,0,0
32862,10,004,6,2020,M,1,0,0,0,0,0,0
32863,28,011,6,2020,F,0,1,0,0,0,0,0
32864,10,004,6,2020,M,0,1,0,0,0,0,0
32865,41,016,6,2020,M,0,0,0,1,0,0,0
32866,16,007,6,2020,F,0,1,0,0,0,0,0
32867,7,003,6,2020,M,0,1,0,0,0,0,0
32868,29,015,6,2020,M,0,1,0,0,0,0,0
32869,6,006,6,2020,F,0,1,0,0,0,0,0
32870,20,007,6,2020,F,0,1,0,0,0,0,0
32871,29,025,6,2020,M,0,0,0,1,0,0,0
32872,27,011,6,2020,F,1,0,0,0,0,0,0
32873,27,011,6,2020,F,0,1,0,0,0,0,0
32874,43,019,6,2020,M,0,1,0,0,0,0,0
32875,10,004,6,2020,M,0,1,0,0,0,0,0
32876,8,004,6,2020,M,0,1,0,0,0,0,0
32877,15,007,6,2020,F,0,1,0,0,0,0,0
32878,15,007,6,2020,F,0,1,0,0,0,0,0
32879,27,012,6,2020,M,0,1,0,0,0,0,0
32880,30,016,6,2020,M,0,0,0,1,0,0,0
32881,39,017,6,2020,M,0,0,0,1,0,0,0
32882,39,017,6,2020,M,1,0,0,0,0,0,0
32883,4,002,6,2020,M,0,1,0,0,0,0,0
32884,23,008,6,2020,F,1,0,0,0,0,0,0
32885,24,010,6,2020,F,0,1,0,0,0,0,0
32886,24,015,6,2020,F,0,1,0,0,0,0,0
32887,16,007,6,2020,F,0,1,0,0,0,0,0
32888,34,005,6,2020,F,0,1,0,0,0,0,0
32889,6,006,6,2020,F,0,1,0,0,0,0,0
32890,24,010,6,2020,F,0,1,0,0,0,0,0
32891,6,007,6,2020,F,0,1,0,0,0,0,0
32892,37,015,6,2020,M,0,1,0,0,0,0,0
32893,42,001,6,2020,F,0,1,0,0,0,0,0
32894,24,010,6,2020,F,0,1,0,0,0,0,0
32895,37,015,6,2020,O,0,1,0,0,0,0,0
32896,4,001,6,2020,F,0,1,0,0,0,0,0
32897,27,011,6,2020,F,0,0,0,1,0,0,0
32898,50,024,6,2020,M,0,1,0,0,0,0,0
32899,28,011,6,2020,F,0,1,0,0,0,0,0
32900,28,011,6,2020,F,0,1,0,0,0,0,0
32901,28,011,6,2020,M,0,1,0,0,0,0,0
32902,4,001,6,2020,F,0,1,0,0,0,0,0
32903,7,004,6,2020,F,0,1,0,0,0,0,0
32904,21,006,6,2020,F,0,1,0,0,0,0,0
32905,21,006,6,2020,F,0,1,0,0,0,0,0
32906,10,004,6,2020,M,1,0,0,0,0,0,0
32907,3,002,6,2020,M,0,1,0,0,0,0,0
32908,22,010,6,2020,M,1,0,0,0,0,0,0
32909,40,020,6,2020,F,0,1,0,0,0,0,0
32910,42,001,6,2020,M,1,0,0,0,0,0,0
32911,8,006,6,2020,M,0,1,0,0,0,0,0
32912,28,011,6,2020,F,0,1,0,0,0,0,0
32913,6,007,6,2020,M,0,1,0,0,0,0,0
32914,14,008,6,2020,M,0,0,0,1,0,0,0
32915,34,022,6,2020,M,0,1,0,0,0,0,0
32916,34,005,6,2020,F,0,1,0,0,0,0,0
32917,22,010,6,2020,F,1,0,0,0,0,0,0
32918,6,007,6,2020,F,0,1,0,0,0,0,0
32919,6,007,24,2020,F,0,1,0,0,0,0,0
32920,10,004,6,2020,F,0,0,0,1,0,0,0
32921,7,004,6,2020,M,0,1,0,0,0,0,0
32922,6,007,6,2020,F,0,1,0,0,0,0,0
32923,7,004,6,2020,F,0,1,0,0,0,0,0
32924,49,024,6,2020,F,1,0,0,0,0,0,0
32925,49,024,6,2020,F,1,0,0,0,0,0,0
32926,49,024,6,2020,F,1,0,0,0,0,0,0
32927,29,015,6,2020,F,0,1,0,0,0,0,0
32928,4,001,6,2020,M,0,1,0,0,0,0,0
32929,8,004,6,2020,F,0,1,0,0,0,0,0
32930,26,025,6,2020,M,0,0,0,1,0,0,0
32931,27,018,6,2020,M,0,1,0,0,0,0,0
32932,1,014,6,2020,F,0,1,0,0,0,0,0
32933,28,011,6,2020,F,0,1,0,0,0,0,0
32934,8,004,6,2020,M,0,1,0,0,0,0,0
32935,9,006,6,2020,F,0,1,0,0,0,0,0
32936,42,001,6,2020,M,0,0,0,1,0,0,0
32937,17,008,6,2020,F,0,1,0,0,0,0,0
32938,43,018,6,2020,M,0,1,0,0,0,0,0
32939,16,008,6,2020,F,1,0,0,0,0,0,0
32940,6,006,6,2020,M,0,1,0,0,0,0,0
32941,6,007,6,2020,F,0,1,0,0,0,0,0
32942,24,010,6,2020,F,0,1,0,0,0,0,0
32943,30,017,12,2021,F,1,0,0,0,0,0,0
32944,16,007,6,2020,M,0,1,0,0,0,0,0
32945,21,006,6,2020,F,0,1,0,0,0,0,0
32946,6,007,6,2020,M,0,1,0,0,0,0,0
32947,34,022,6,2020,M,0,1,0,0,0,0,0
32948,42,001,6,2020,M,0,1,0,0,0,0,0
32949,24,010,6,2020,F,0,1,0,0,0,0,0
32950,21,022,6,2020,F,0,1,0,0,0,0,0
32951,47,019,6,2020,F,0,1,0,0,0,0,0
32952,20,002,6,2020,F,0,1,0,0,0,0,0
32953,9,005,23,2021,M,0,1,0,0,0,0,0
32954,7,004,6,2020,F,1,0,0,0,0,0,0
32955,6,006,6,2020,F,0,1,0,0,0,0,0
32956,27,011,6,2020,F,1,0,0,0,0,0,0
32957,3,001,6,2020,M,0,1,0,0,0,0,0
32958,11,009,6,2020,F,0,1,0,0,0,0,0
32959,7,004,6,2020,M,0,1,0,0,0,0,0
32960,37,025,6,2020,F,0,1,0,0,0,0,0
32961,37,015,6,2020,M,0,1,0,0,0,0,0
32962,34,005,6,2020,M,0,1,0,0,0,0,0
32963,8,004,6,2020,F,0,1,0,0,0,0,0
32964,24,010,6,2020,F,0,1,0,0,0,0,0
32965,45,017,6,2020,M,1,0,0,0,0,0,0
32966,28,011,6,2020,F,0,1,0,0,0,0,0
32967,16,007,6,2020,F,0,1,0,0,0,0,0
32968,6,006,6,2020,F,0,1,0,0,0,0,0
32969,4,002,6,2020,M,0,1,0,0,0,0,0
32970,8,006,12,2021,M,0,1,0,0,0,0,0
32971,40,020,12,2021,M,0,0,0,1,0,0,0
32972,29,015,12,2021,F,0,1,0,0,0,0,0
32973,28,011,12,2021,M,0,1,0,0,0,0,0
32974,11,001,23,2021,M,0,1,0,0,0,0,0
32975,11,009,23,2021,F,0,1,0,0,0,0,0
32976,34,022,23,2021,M,1,0,0,0,0,0,0
32977,22,010,23,2021,M,1,0,0,0,0,0,0
32978,28,011,23,2021,F,0,1,0,0,0,0,0
32979,43,019,23,2021,M,0,1,0,0,0,0,0
32980,23,008,23,2021,M,0,0,0,1,0,0,0
32981,49,024,23,2021,M,0,1,0,0,0,0,0
32982,49,024,23,2021,M,0,1,0,0,0,0,0
32983,29,015,23,2021,M,0,1,0,0,0,0,0
32984,4,001,23,2021,F,0,1,0,0,0,0,0
32985,4,001,23,2021,F,0,1,0,0,0,0,0
32986,4,001,23,2021,F,0,1,0,0,0,0,0
32987,16,008,23,2021,F,1,0,0,0,0,0,0
32988,27,011,23,2021,F,0,1,0,0,0,0,0
32989,27,012,23,2021,M,0,0,0,1,0,0,0
32990,17,007,23,2021,M,0,1,0,0,0,0,0
32991,27,011,23,2021,O,0,1,0,0,0,0,0
32992,37,025,23,2021,F,1,0,0,0,0,0,0
32993,16,008,23,2021,M,0,1,0,0,0,0,0
32994,31,025,23,2021,M,0,0,0,1,0,0,0
32995,46,019,23,2021,M,0,1,0,0,0,0,0
32996,14,008,23,2021,F,0,1,0,0,0,0,0
32997,16,007,23,2021,F,0,1,0,0,0,0,0
32998,18,008,23,2021,M,1,0,0,0,0,0,0
32999,4,001,23,2021,F,0,1,0,0,0,0,0
33000,29,015,23,2021,M,0,1,0,0,0,0,0
33001,36,025,23,2021,M,1,0,0,0,0,0,0
33002,24,011,23,2021,M,0,1,0,0,0,0,0
33003,42,001,23,2021,M,0,1,0,0,0,0,0
33004,22,010,23,2021,M,0,1,0,0,0,0,0
33005,28,012,23,2021,M,0,1,0,0,0,0,0
33006,23,008,23,2021,M,0,0,0,1,0,0,0
33007,30,017,23,2021,M,0,0,1,0,0,0,0
33008,42,001,23,2021,M,0,1,0,0,0,0,0
33009,42,001,23,2021,M,0,1,0,0,0,0,0
33010,6,007,23,2021,O,0,1,0,0,0,0,0
33011,4,001,23,2021,M,0,1,0,0,0,0,0
33012,8,004,23,2021,M,0,1,0,0,0,0,0
33013,24,010,23,2021,F,0,1,0,0,0,0,0
33014,26,014,23,2021,M,0,1,0,0,0,0,0
33015,16,007,23,2021,O,0,1,0,0,0,0,0
33016,15,009,23,2021,M,1,0,0,0,0,0,0
33017,9,005,23,2021,F,0,1,0,0,0,0,0
33018,20,002,23,2021,M,0,1,0,0,0,0,0
33019,24,010,23,2021,F,1,0,0,0,0,0,0
33020,50,024,13,2022,M,0,0,1,0,0,0,0
33021,17,006,13,2022,F,0,1,0,0,0,0,0
33022,24,010,13,2022,F,1,0,0,0,0,0,0
33023,4,002,13,2022,F,0,1,0,0,0,0,0
33024,4,002,13,2022,M,0,1,0,0,0,0,0
33025,38,016,13,2022,M,1,0,0,0,0,0,0
33026,27,011,13,2022,F,0,1,0,0,0,0,0
33027,29,015,13,2022,F,0,1,0,0,0,0,0
33028,16,008,13,2022,M,0,0,0,1,0,0,0
33029,27,018,13,2022,F,0,1,0,0,0,0,0
33030,9,005,13,2022,F,0,1,0,0,0,0,0
33031,8,006,13,2022,M,0,1,0,0,0,0,0
33032,15,009,13,2022,M,1,0,0,0,0,0,0
33033,42,001,13,2022,M,0,1,0,0,0,0,0
33034,9,005,13,2022,F,0,1,0,0,0,0,0
33035,27,011,7,2020,F,0,1,0,0,0,0,0
33036,13,008,13,2022,M,1,0,0,0,0,0,0
33037,26,014,6,2022,M,1,0,0,0,0,0,0
33038,24,010,13,2021,F,0,1,0,0,0,0,0
33039,6,003,13,2021,F,0,1,0,0,0,0,0
33040,27,011,13,2021,O,0,1,0,0,0,0,0
33041,6,003,13,2021,F,0,1,0,0,0,0,0
33042,41,016,13,2021,M,0,1,0,0,0,0,0
33043,27,011,13,2021,F,0,1,0,0,0,0,0
33044,16,008,13,2021,M,0,0,0,1,0,0,0
33045,37,011,13,2021,F,0,0,1,0,0,0,0
33046,50,024,13,2021,M,0,0,0,0,0,0,1
33047,50,024,13,2021,M,0,1,0,0,0,0,0
33048,16,008,13,2021,F,0,0,0,1,0,0,0
33049,16,007,13,2021,M,1,0,0,0,0,0,0
33050,28,011,13,2021,F,0,1,0,0,0,0,0
33051,49,024,13,2021,M,0,1,0,0,0,0,0
33052,22,010,13,2021,M,1,0,0,0,0,0,0
33053,4,001,13,2021,M,0,0,0,0,1,0,0
33054,20,003,13,2021,M,0,1,0,0,0,0,0
33055,10,004,13,2021,M,1,0,0,0,0,0,0
33056,25,010,13,2021,F,1,0,0,0,0,0,0
33057,25,010,13,2021,F,1,0,0,0,0,0,0
33058,28,011,13,2021,F,0,1,0,0,0,0,0
33059,28,011,13,2021,F,0,1,0,0,0,0,0
33060,41,016,13,2021,M,0,0,0,1,0,0,0
33061,34,005,13,2021,F,0,1,0,0,0,0,0
33062,35,014,13,2021,F,1,0,0,0,0,0,0
33063,6,007,13,2021,M,0,1,0,0,0,0,0
33064,28,011,13,2021,F,0,1,0,0,0,0,0
33065,29,015,13,2021,F,0,1,0,0,0,0,0
33066,11,009,13,2021,M,0,1,0,0,0,0,0
33067,7,003,13,2021,M,0,1,0,0,0,0,0
33068,16,008,13,2021,O,1,0,0,0,0,0,0
33069,34,005,13,2021,M,0,1,0,0,0,0,0
33070,24,010,13,2021,M,0,1,0,0,0,0,0
33071,28,011,13,2021,M,0,1,0,0,0,0,0
33072,10,004,13,2021,F,0,1,0,0,0,0,0
33073,10,004,13,2021,F,0,1,0,0,0,0,0
33074,41,016,13,2021,M,0,0,0,1,0,0,0
33075,3,002,13,2021,F,0,1,0,0,0,0,0
33076,10,004,13,2021,M,0,1,0,0,0,0,0
33077,22,010,13,2021,M,0,1,0,0,0,0,0
33078,27,011,13,2021,F,0,1,0,0,0,0,0
33079,16,008,13,2021,F,0,1,0,0,0,0,0
33080,4,002,13,2021,M,0,1,0,0,0,0,0
33081,6,007,13,2021,F,0,1,0,0,0,0,0
33082,24,011,13,2021,F,0,1,0,0,0,0,0
33083,8,004,13,2021,F,1,0,0,0,0,0,0
33084,2,014,13,2021,F,0,1,0,0,0,0,0
33085,19,022,13,2021,M,0,1,0,0,0,0,0
33086,6,006,13,2021,F,0,1,0,0,0,0,0
33087,20,003,13,2021,F,0,1,0,0,0,0,0
33088,4,002,13,2021,M,0,1,0,0,0,0,0
33089,7,004,13,2021,M,0,1,0,0,0,0,0
33090,21,022,13,2022,M,0,1,0,0,0,0,0
33091,28,015,13,2022,O,0,1,0,0,0,0,0
33092,13,008,13,2022,M,1,0,0,0,0,0,0
33093,22,010,13,2022,F,0,1,0,0,0,0,0
33094,22,010,5,2022,O,0,1,0,0,0,0,0
33095,32,014,13,2022,M,1,0,0,0,0,0,0
33096,17,007,13,2022,F,0,1,0,0,0,0,0
33097,38,016,13,2022,M,0,0,0,1,0,0,0
33098,24,011,13,2022,F,1,0,0,0,0,0,0
33099,29,015,13,2022,M,0,1,0,0,0,0,0
33100,24,011,13,2022,O,0,1,0,0,0,0,0
33101,42,001,13,2022,M,0,1,0,0,0,0,0
33102,34,005,25,2020,F,0,1,0,0,0,0,0
33103,34,005,25,2020,F,0,1,0,0,0,0,0
33104,34,005,25,2020,M,0,1,0,0,0,0,0
33105,1,014,7,2020,M,0,1,0,0,0,0,0
33106,16,008,13,2022,M,0,1,0,0,0,0,0
33107,31,025,13,2022,M,0,0,0,1,0,0,0
33108,16,007,13,2022,F,0,1,0,0,0,0,0
33109,16,008,13,2022,M,0,1,0,0,0,0,0
33110,10,004,7,2020,M,0,1,0,0,0,0,0
33111,37,015,7,2020,F,0,1,0,0,0,0,0
33112,6,007,6,2020,M,0,1,0,0,0,0,0
33113,49,024,7,2020,M,0,0,0,1,0,0,0
33114,37,015,7,2020,F,0,0,0,1,0,0,0
33115,29,015,7,2020,M,0,1,0,0,0,0,0
33116,27,011,7,2020,F,0,1,0,0,0,0,0
33117,21,006,7,2020,M,0,1,0,0,0,0,0
33118,23,008,7,2020,O,1,0,0,0,0,0,0
33119,23,008,21,2020,F,1,0,0,0,0,0,0
33120,6,003,7,2020,F,0,1,0,0,0,0,0
33121,16,007,7,2020,M,0,1,0,0,0,0,0
33122,25,010,7,2020,F,1,0,0,0,0,0,0
33123,17,006,7,2020,M,0,1,0,0,0,0,0
33124,49,024,7,2020,F,0,1,0,0,0,0,0
33125,49,024,7,2020,F,0,1,0,0,0,0,0
33126,11,009,7,2020,F,1,0,0,0,0,0,0
33127,16,007,7,2020,F,0,1,0,0,0,0,0
33128,28,011,7,2020,F,0,1,0,0,0,0,0
33129,28,011,7,2020,F,0,1,0,0,0,0,0
33130,30,025,7,2020,F,0,0,0,1,0,0,0
33131,50,024,7,2020,M,1,0,0,0,0,0,0
33132,24,010,7,2020,F,0,1,0,0,0,0,0
33133,28,015,7,2020,M,0,1,0,0,0,0,0
33134,26,025,7,2020,M,0,1,0,0,0,0,0
33135,24,010,7,2020,O,0,1,0,0,0,0,0
33136,28,011,7,2020,F,0,1,0,0,0,0,0
33137,17,006,7,2020,F,0,1,0,0,0,0,0
33138,17,007,7,2020,F,0,1,0,0,0,0,0
33139,24,011,7,2020,F,0,1,0,0,0,0,0
33140,17,008,7,2020,F,0,1,0,0,0,0,0
33141,28,011,7,2020,F,0,1,0,0,0,0,0
33142,47,019,7,2020,M,1,0,0,0,0,0,0
33143,17,006,7,2020,F,0,1,0,0,0,0,0
33144,17,006,7,2020,M,0,1,0,0,0,0,0
33145,17,006,7,2020,F,0,1,0,0,0,0,0
33146,3,001,7,2020,M,0,1,0,0,0,0,0
33147,4,001,7,2020,M,0,1,0,0,0,0,0
33148,4,001,7,2020,F,0,1,0,0,0,0,0
33149,1,014,7,2020,M,0,1,0,0,0,0,0
33150,15,007,7,2020,M,0,1,0,0,0,0,0
33151,23,008,7,2020,M,1,0,0,0,0,0,0
33152,45,016,7,2020,F,1,0,0,0,0,0,0
33153,9,005,7,2020,F,0,1,0,0,0,0,0
33154,28,011,7,2020,F,0,1,0,0,0,0,0
33155,28,011,7,2020,F,0,1,0,0,0,0,0
33156,37,025,7,2020,M,0,1,0,0,0,0,0
33157,27,011,7,2020,M,0,1,0,0,0,0,0
33158,7,004,7,2020,M,0,1,0,0,0,0,0
33159,35,025,7,2020,M,1,0,0,0,0,0,0
33160,9,005,7,2020,M,0,1,0,0,0,0,0
33161,8,004,7,2020,F,0,1,0,0,0,0,0
33162,8,004,7,2020,F,0,1,0,0,0,0,0
33163,24,010,7,2020,M,0,1,0,0,0,0,0
33164,17,006,7,2020,F,0,1,0,0,0,0,0
33165,17,006,7,2020,M,0,1,0,0,0,0,0
33166,17,006,7,2020,M,0,1,0,0,0,0,0
33167,42,018,7,2020,M,0,1,0,0,0,0,0
33168,28,011,7,2020,M,0,1,0,0,0,0,0
33169,26,025,7,2020,M,0,0,1,0,0,0,0
33170,50,024,7,2020,M,0,0,0,0,1,0,0
33171,22,010,7,2020,F,1,0,0,0,0,0,0
33172,35,025,7,2020,M,1,0,0,0,0,0,0
33173,4,001,7,2020,M,0,1,0,0,0,0,0
33174,14,008,7,2020,F,1,0,0,0,0,0,0
33175,27,012,7,2020,F,0,1,0,0,0,0,0
33176,1,014,7,2020,F,0,1,0,0,0,0,0
33177,15,009,7,2020,M,0,1,0,0,0,0,0
33178,27,011,7,2020,F,1,0,0,0,0,0,0
33179,37,015,7,2020,F,0,1,0,0,0,0,0
33180,21,022,7,2020,M,0,1,0,0,0,0,0
33181,2,018,7,2020,M,0,0,0,1,0,0,0
33182,6,007,7,2020,F,0,1,0,0,0,0,0
33183,12,009,7,2020,M,1,0,0,0,0,0,0
33184,24,010,7,2020,M,0,1,0,0,0,0,0
33185,6,007,7,2020,F,0,1,0,0,0,0,0
33186,24,015,7,2020,F,0,1,0,0,0,0,0
33187,27,011,7,2020,F,0,1,0,0,0,0,0
33188,17,006,7,2020,M,0,1,0,0,0,0,0
33189,49,024,7,2020,M,0,1,0,0,0,0,0
33190,17,006,7,2020,F,0,1,0,0,0,0,0
33191,7,004,7,2020,O,0,1,0,0,0,0,0
33192,8,006,7,2020,F,0,1,0,0,0,0,0
33193,14,008,7,2020,M,1,0,0,0,0,0,0
33194,1,014,7,2020,M,0,1,0,0,0,0,0
33195,8,004,7,2020,M,0,1,0,0,0,0,0
33196,24,010,7,2020,O,1,0,0,0,0,0,0
33197,28,011,7,2020,M,0,1,0,0,0,0,0
33198,10,004,7,2020,M,0,0,0,1,0,0,0
33199,4,002,7,2020,M,0,1,0,0,0,0,0
33200,14,009,7,2020,F,1,0,0,0,0,0,0
33201,49,024,7,2020,F,0,1,0,0,0,0,0
33202,15,007,7,2020,F,0,1,0,0,0,0,0
33203,37,011,7,2020,F,0,1,0,0,0,0,0
33204,29,015,7,2020,F,0,1,0,0,0,0,0
33205,20,007,7,2020,F,0,1,0,0,0,0,0
33206,9,005,7,2020,F,0,1,0,0,0,0,0
33207,20,009,7,2020,F,1,0,0,0,0,0,0
33208,20,007,7,2020,M,0,1,0,0,0,0,0
33209,10,004,7,2020,F,0,1,0,0,0,0,0
33210,7,004,7,2020,M,0,1,0,0,0,0,0
33211,28,011,7,2020,F,0,1,0,0,0,0,0
33212,6,006,7,2020,M,0,0,0,1,0,0,0
33213,21,022,7,2020,M,0,1,0,0,0,0,0
33214,27,018,7,2020,F,0,1,0,0,0,0,0
33215,11,009,7,2020,M,0,1,0,0,0,0,0
33216,1,014,7,2020,F,0,1,0,0,0,0,0
33217,29,015,7,2020,M,0,1,0,0,0,0,0
33218,34,022,7,2020,F,0,1,0,0,0,0,0
33219,28,011,7,2020,F,0,1,0,0,0,0,0
33220,27,018,7,2020,F,0,1,0,0,0,0,0
33221,29,015,7,2020,F,0,1,0,0,0,0,0
33222,3,002,7,2020,F,0,1,0,0,0,0,0
33223,42,001,7,2020,M,0,0,1,0,0,0,0
33224,23,008,7,2020,M,0,1,0,0,0,0,0
33225,49,024,7,2020,M,0,1,0,0,0,0,0
33226,9,005,7,2020,F,0,1,0,0,0,0,0
33227,16,007,7,2020,F,0,1,0,0,0,0,0
33228,17,006,7,2020,F,0,1,0,0,0,0,0
33229,17,006,11,2020,F,0,1,0,0,0,0,0
33230,17,006,7,2020,M,0,1,0,0,0,0,0
33231,12,009,7,2020,F,1,0,0,0,0,0,0
33232,26,014,7,2020,F,0,1,0,0,0,0,0
33233,24,010,7,2020,F,1,0,0,0,0,0,0
33234,28,011,7,2020,M,0,1,0,0,0,0,0
33235,34,005,7,2020,F,0,1,0,0,0,0,0
33236,20,007,13,2022,M,0,1,0,0,0,0,0
33237,21,022,7,2020,M,0,1,0,0,0,0,0
33238,34,022,7,2020,F,0,1,0,0,0,0,0
33239,28,015,7,2020,M,0,1,0,0,0,0,0
33240,27,011,7,2020,F,0,1,0,0,0,0,0
33241,1,014,7,2020,M,1,0,0,0,0,0,0
33242,44,019,7,2020,M,0,0,0,1,0,0,0
33243,25,009,13,2022,F,1,0,0,0,0,0,0
33244,45,016,13,2022,M,0,0,0,1,0,0,0
33245,1,014,13,2022,F,1,0,0,0,0,0,0
33246,43,019,13,2022,F,0,0,0,1,0,0,0
33247,20,003,14,2021,M,0,1,0,0,0,0,0
33248,36,025,13,2022,M,1,0,0,0,0,0,0
33249,6,006,24,2021,M,0,1,0,0,0,0,0
33250,25,012,24,2021,F,0,1,0,0,0,0,0
33251,25,012,24,2021,F,0,1,0,0,0,0,0
33252,6,003,13,2022,M,0,1,0,0,0,0,0
33253,42,001,13,2022,M,0,1,0,0,0,0,0
33254,24,011,13,2022,M,0,1,0,0,0,0,0
33255,42,018,13,2022,F,0,0,0,1,0,0,0
33256,49,024,13,2022,F,0,0,0,1,0,0,0
33257,20,009,7,2022,F,1,0,0,0,0,0,0
33258,34,005,7,2022,M,1,0,0,0,0,0,0
33259,21,006,7,2022,M,0,1,0,0,0,0,0
33260,27,011,8,2020,M,0,1,0,0,0,0,0
33261,43,019,7,2022,M,0,0,0,1,0,0,0
33262,28,015,7,2022,F,0,1,0,0,0,0,0
33263,37,015,24,2021,F,0,1,0,0,0,0,0
33264,1,014,24,2021,M,1,0,0,0,0,0,0
33265,20,009,24,2021,F,0,1,0,0,0,0,0
33266,42,001,24,2021,M,0,1,0,0,0,0,0
33267,24,010,24,2021,M,0,1,0,0,0,0,0
33268,33,017,24,2021,M,0,1,0,0,0,0,0
33269,33,017,24,2021,M,1,0,0,0,0,0,0
33270,29,025,24,2021,M,0,1,0,0,0,0,0
33271,50,024,24,2021,M,0,0,0,1,0,0,0
33272,49,024,24,2021,M,0,1,0,0,0,0,0
33273,6,006,24,2021,F,0,1,0,0,0,0,0
33274,6,003,24,2021,M,0,1,0,0,0,0,0
33275,4,002,24,2021,M,1,0,0,0,0,0,0
33276,48,020,24,2021,F,0,1,0,0,0,0,0
33277,2,018,24,2021,M,0,0,0,1,0,0,0
33278,2,018,24,2021,M,0,0,0,1,0,0,0
33279,47,019,24,2021,M,0,1,0,0,0,0,0
33280,37,011,24,2021,M,0,1,0,0,0,0,0
33281,19,022,24,2021,F,0,0,1,0,0,0,0
33282,22,010,24,2021,F,0,1,0,0,0,0,0
33283,8,004,24,2021,M,0,1,0,0,0,0,0
33284,5,003,24,2021,M,0,1,0,0,0,0,0
33285,18,008,24,2021,M,1,0,0,0,0,0,0
33286,38,016,24,2021,F,1,0,0,0,0,0,0
33287,2,018,24,2021,O,0,1,0,0,0,0,0
33288,44,019,24,2021,F,0,1,0,0,0,0,0
33289,27,012,24,2021,M,0,1,0,0,0,0,0
33290,32,014,24,2021,M,1,0,0,0,0,0,0
33291,42,001,24,2021,M,1,0,0,0,0,0,0
33292,16,008,24,2021,M,1,0,0,0,0,0,0
33293,34,005,24,2021,M,0,1,0,0,0,0,0
33294,2,018,24,2021,M,0,1,0,0,0,0,0
33295,20,009,24,2021,M,1,0,0,0,0,0,0
33296,27,012,24,2021,F,0,1,0,0,0,0,0
33297,16,009,8,2020,M,1,0,0,0,0,0,0
33298,45,016,14,2021,M,0,0,0,1,0,0,0
33299,25,012,24,2021,M,1,0,0,0,0,0,0
33300,30,025,24,2021,M,1,0,0,0,0,0,0
33301,28,011,24,2021,M,0,1,0,0,0,0,0
33302,34,022,24,2021,M,0,1,0,0,0,0,0
33303,4,002,24,2021,M,0,1,0,0,0,0,0
33304,22,010,24,2021,M,1,0,0,0,0,0,0
33305,12,009,8,2020,M,1,0,0,0,0,0,0
33306,10,004,8,2020,M,1,0,0,0,0,0,0
33307,7,004,14,2021,M,0,1,0,0,0,0,0
33308,17,008,14,2021,M,1,0,0,0,0,0,0
33309,42,001,14,2021,F,0,0,0,1,0,0,0
33310,33,017,7,2022,M,1,0,0,0,0,0,0
33311,5,003,7,2022,F,0,1,0,0,0,0,0
33312,17,008,7,2022,F,0,1,0,0,0,0,0
33313,16,007,8,2020,F,0,1,0,0,0,0,0
33314,7,004,8,2020,M,0,1,0,0,0,0,0
33315,25,012,8,2020,M,1,0,0,0,0,0,0
33316,27,011,8,2020,F,0,1,0,0,0,0,0
33317,41,016,8,2020,M,0,0,0,1,0,0,0
33318,28,011,8,2020,F,1,0,0,0,0,0,0
33319,21,022,8,2020,F,0,0,0,1,0,0,0
33320,24,011,8,2020,F,0,1,0,0,0,0,0
33321,3,002,8,2020,F,0,1,0,0,0,0,0
33322,1,014,8,2020,M,1,0,0,0,0,0,0
33323,7,003,8,2020,O,0,1,0,0,0,0,0
33324,35,017,8,2020,M,0,0,0,1,0,0,0
33325,15,009,8,2020,M,1,0,0,0,0,0,0
33326,20,003,8,2020,M,0,1,0,0,0,0,0
33327,20,007,8,2020,M,0,1,0,0,0,0,0
33328,20,007,8,2020,F,0,1,0,0,0,0,0
33329,29,015,8,2020,F,0,1,0,0,0,0,0
33330,22,010,8,2020,M,0,1,0,0,0,0,0
33331,48,020,8,2020,M,1,0,0,0,0,0,0
33332,20,003,8,2020,M,0,1,0,0,0,0,0
33333,17,006,8,2020,M,0,1,0,0,0,0,0
33334,34,005,8,2020,M,0,1,0,0,0,0,0
33335,4,002,8,2020,F,0,1,0,0,0,0,0
33336,25,012,8,2020,M,0,0,0,1,0,0,0
33337,28,015,8,2020,F,0,1,0,0,0,0,0
33338,7,004,8,2020,M,0,1,0,0,0,0,0
33339,9,005,8,2020,F,0,1,0,0,0,0,0
33340,11,009,8,2020,M,0,0,0,1,0,0,0
33341,1,014,8,2020,F,1,0,0,0,0,0,0
33342,24,011,8,2020,F,0,1,0,0,0,0,0
33343,34,022,8,2020,M,0,1,0,0,0,0,0
33344,31,025,8,2020,M,1,0,0,0,0,0,0
33345,36,025,8,2020,M,1,0,0,0,0,0,0
33346,12,010,8,2020,F,0,1,0,0,0,0,0
33347,7,004,8,2020,F,0,1,0,0,0,0,0
33348,21,006,8,2020,F,0,1,0,0,0,0,0
33349,21,006,8,2020,F,0,1,0,0,0,0,0
