,ward,district,date_day,date_year,charge_1_type,race_WHITE HISPANIC,race_BLACK,race_BLACK HISPANIC,race_WHITE,race_ASIAN / PACIFIC ISLANDER,race_AMER INDIAN / ALASKAN NATIVE,race_UNKNOWN / REFUSED
11517,1,012,7,2020,F,1,0,0,0,0,0,0
11518,42,018,17,2021,F,0,1,0,0,0,0,0
11519,17,007,17,2021,M,0,1,0,0,0,0,0
11520,29,015,17,2021,M,0,1,0,0,0,0,0
11521,21,006,17,2021,F,0,1,0,0,0,0,0
11522,21,022,17,2021,M,0,1,0,0,0,0,0
11523,28,011,17,2021,F,0,1,0,0,0,0,0
11524,41,016,17,2021,M,0,1,0,0,0,0,0
11525,29,015,17,2021,M,0,1,0,0,0,0,0
11526,28,011,17,2021,F,0,1,0,0,0,0,0
11527,7,004,17,2021,M,0,1,0,0,0,0,0
11528,9,005,17,2021,F,0,1,0,0,0,0,0
11529,6,007,17,2021,F,0,1,0,0,0,0,0
11530,36,025,17,2021,F,1,0,0,0,0,0,0
11531,42,018,17,2021,F,0,0,0,1,0,0,0
11532,27,011,17,2021,F,0,1,0,0,0,0,0
11533,16,009,17,2021,F,0,1,0,0,0,0,0
11534,28,011,17,2021,F,0,1,0,0,0,0,0
11535,9,005,17,2021,M,0,1,0,0,0,0,0
11536,9,005,17,2021,M,0,1,0,0,0,0,0
11537,15,009,17,2021,M,1,0,0,0,0,0,0
11538,26,011,17,2021,F,0,1,0,0,0,0,0
11539,10,004,17,2021,M,0,0,0,1,0,0,0
11540,10,004,17,2021,M,0,1,0,0,0,0,0
11541,7,004,17,2021,M,0,1,0,0,0,0,0
11542,24,011,17,2021,M,0,1,0,0,0,0,0
11543,16,007,17,2021,F,0,1,0,0,0,0,0
11544,28,011,17,2021,F,0,1,0,0,0,0,0
11545,49,024,17,2021,F,0,1,0,0,0,0,0
11546,11,009,17,2021,F,1,0,0,0,0,0,0
11547,15,008,17,2021,F,0,1,0,0,0,0,0
11548,34,022,4,2021,F,0,1,0,0,0,0,0
11549,9,005,4,2021,F,0,1,0,0,0,0,0
11550,17,008,4,2021,F,0,1,0,0,0,0,0
11551,24,011,4,2021,M,0,1,0,0,0,0,0
11552,24,011,4,2021,M,0,1,0,0,0,0,0
11553,34,005,4,2021,M,0,1,0,0,0,0,0
11554,8,006,4,2021,F,0,1,0,0,0,0,0
11555,11,009,4,2021,M,1,0,0,0,0,0,0
11556,6,007,20,2021,F,0,1,0,0,0,0,0
11558,17,006,4,2021,F,0,1,0,0,0,0,0
11559,34,005,4,2021,F,0,1,0,0,0,0,0
11560,24,011,4,2021,F,0,1,0,0,0,0,0
11561,28,011,11,2021,F,0,1,0,0,0,0,0
11562,34,022,11,2021,M,0,1,0,0,0,0,0
11563,45,017,11,2021,M,0,0,0,1,0,0,0
11564,21,006,4,2021,F,0,1,0,0,0,0,0
11565,17,006,4,2021,F,0,1,0,0,0,0,0
11566,28,011,4,2021,M,0,1,0,0,0,0,0
11567,42,001,4,2021,F,0,0,0,1,0,0,0
11568,2,018,4,2021,M,0,1,0,0,0,0,0
11569,3,001,11,2021,M,0,1,0,0,0,0,0
11570,8,004,4,2021,O,0,1,0,0,0,0,0
11571,27,011,4,2021,F,0,1,0,0,0,0,0
11572,21,022,18,2021,O,0,1,0,0,0,0,0
11573,27,011,4,2021,M,0,1,0,0,0,0,0
11574,38,016,4,2021,M,0,0,0,1,0,0,0
11575,35,014,4,2021,M,0,1,0,0,0,0,0
11576,16,007,18,2021,F,0,1,0,0,0,0,0
11577,7,004,11,2021,M,0,1,0,0,0,0,0
11578,7,004,11,2021,F,0,1,0,0,0,0,0
11579,28,011,4,2021,F,0,1,0,0,0,0,0
11580,10,004,20,2021,M,1,0,0,0,0,0,0
11581,17,008,4,2022,M,0,1,0,0,0,0,0
11582,16,007,18,2021,F,0,1,0,0,0,0,0
11583,4,002,4,2021,M,0,1,0,0,0,0,0
11584,31,025,4,2022,M,1,0,0,0,0,0,0
11585,27,018,4,2022,M,0,1,0,0,0,0,0
11586,22,010,4,2021,M,1,0,0,0,0,0,0
11587,22,010,4,2021,F,1,0,0,0,0,0,0
11588,6,007,4,2022,O,0,1,0,0,0,0,0
11589,21,006,18,2021,F,0,1,0,0,0,0,0
11590,43,018,20,2021,F,1,0,0,0,0,0,0
11591,3,002,20,2021,F,0,1,0,0,0,0,0
11592,24,010,11,2021,F,0,1,0,0,0,0,0
11593,4,001,20,2021,M,0,1,0,0,0,0,0
11594,42,018,20,2021,M,0,0,0,1,0,0,0
11595,28,011,18,2021,F,0,0,0,1,0,0,0
11596,20,003,20,2021,F,0,1,0,0,0,0,0
11597,29,015,5,2021,M,0,1,0,0,0,0,0
11598,16,007,20,2021,M,1,0,0,0,0,0,0
11599,5,003,20,2021,M,0,1,0,0,0,0,0
11600,20,002,11,2021,M,0,1,0,0,0,0,0
11601,25,009,20,2021,M,1,0,0,0,0,0,0
11602,28,015,20,2021,F,0,1,0,0,0,0,0
11603,40,020,20,2021,M,0,0,0,0,1,0,0
11604,22,010,20,2021,M,1,0,0,0,0,0,0
11605,3,002,20,2021,F,0,1,0,0,0,0,0
11606,24,011,20,2021,F,0,1,0,0,0,0,0
11607,12,010,20,2021,M,0,1,0,0,0,0,0
11608,42,001,20,2021,M,0,1,0,0,0,0,0
11609,6,003,20,2021,F,0,1,0,0,0,0,0
11610,6,007,20,2021,F,0,1,0,0,0,0,0
11611,21,022,20,2021,F,0,1,0,0,0,0,0
11612,42,018,20,2021,F,0,0,0,1,0,0,0
11613,6,003,30,2022,F,0,1,0,0,0,0,0
11614,28,015,30,2022,F,0,1,0,0,0,0,0
11615,25,012,30,2022,M,0,1,0,0,0,0,0
11616,20,003,30,2022,M,0,1,0,0,0,0,0
11617,4,002,30,2022,M,0,1,0,0,0,0,0
11618,16,008,30,2022,F,1,0,0,0,0,0,0
11619,30,016,30,2022,M,1,0,0,0,0,0,0
11620,18,008,5,2021,M,1,0,0,0,0,0,0
11621,3,002,30,2022,F,0,1,0,0,0,0,0
11622,48,020,30,2022,M,1,0,0,0,0,0,0
11623,48,020,9,2022,O,1,0,0,0,0,0,0
11624,5,003,24,2022,F,0,1,0,0,0,0,0
11625,29,015,18,2021,F,0,1,0,0,0,0,0
11626,42,018,21,2021,M,0,1,0,0,0,0,0
11627,15,009,23,2022,O,1,0,0,0,0,0,0
11628,4,001,24,2022,M,0,1,0,0,0,0,0
11629,37,025,23,2022,M,1,0,0,0,0,0,0
11630,11,009,21,2021,F,1,0,0,0,0,0,0
11631,28,011,23,2022,O,0,1,0,0,0,0,0
11632,15,009,15,2022,M,1,0,0,0,0,0,0
11633,41,016,23,2022,M,0,1,0,0,0,0,0
11634,41,016,23,2022,M,0,1,0,0,0,0,0
11635,3,001,24,2022,M,0,1,0,0,0,0,0
11636,27,011,23,2022,F,0,1,0,0,0,0,0
11637,15,009,23,2022,F,1,0,0,0,0,0,0
11638,24,011,21,2021,O,0,1,0,0,0,0,0
11639,24,011,27,2021,F,0,1,0,0,0,0,0
11640,47,019,5,2021,F,0,1,0,0,0,0,0
11641,38,016,15,2022,M,0,0,0,1,0,0,0
11642,36,025,15,2022,M,0,1,0,0,0,0,0
11643,40,020,15,2022,M,1,0,0,0,0,0,0
11644,4,001,15,2022,M,0,1,0,0,0,0,0
11645,22,008,15,2022,F,0,1,0,0,0,0,0
11646,22,010,5,2021,F,1,0,0,0,0,0,0
11647,27,011,15,2022,F,0,1,0,0,0,0,0
11648,25,012,15,2022,F,0,1,0,0,0,0,0
11649,28,011,15,2022,M,0,1,0,0,0,0,0
11650,28,011,15,2022,M,0,1,0,0,0,0,0
11651,26,012,15,2022,M,0,0,0,1,0,0,0
11652,38,016,30,2022,F,1,0,0,0,0,0,0
11653,5,003,15,2022,M,0,1,0,0,0,0,0
11654,28,011,5,2021,F,0,1,0,0,0,0,0
11655,27,018,18,2021,M,0,1,0,0,0,0,0
11656,27,018,18,2021,M,0,1,0,0,0,0,0
11657,19,022,5,2021,M,0,1,0,0,0,0,0
11658,15,009,5,2021,M,1,0,0,0,0,0,0
11659,28,011,18,2021,F,0,1,0,0,0,0,0
11660,28,011,18,2021,O,0,1,0,0,0,0,0
11661,31,025,18,2021,F,1,0,0,0,0,0,0
11662,6,006,24,2022,M,0,1,0,0,0,0,0
11663,6,007,18,2021,M,0,1,0,0,0,0,0
11664,49,024,18,2021,O,0,1,0,0,0,0,0
11665,17,006,18,2021,F,0,1,0,0,0,0,0
11666,25,012,18,2021,M,0,1,0,0,0,0,0
11667,26,025,18,2021,F,1,0,0,0,0,0,0
11668,24,010,18,2021,F,0,1,0,0,0,0,0
11669,8,004,18,2021,F,0,1,0,0,0,0,0
11670,16,007,18,2021,F,0,1,0,0,0,0,0
11671,16,007,18,2021,F,0,1,0,0,0,0,0
11672,29,015,24,2022,F,0,1,0,0,0,0,0
11673,24,010,24,2022,F,0,1,0,0,0,0,0
11674,7,003,24,2022,M,0,1,0,0,0,0,0
11675,28,015,7,2020,M,0,1,0,0,0,0,0
11676,28,011,18,2021,F,0,1,0,0,0,0,0
11677,28,011,18,2021,M,0,1,0,0,0,0,0
11678,4,001,18,2021,M,0,1,0,0,0,0,0
11679,9,005,18,2021,F,0,1,0,0,0,0,0
11680,24,010,18,2021,M,0,1,0,0,0,0,0
11681,42,018,18,2021,M,0,1,0,0,0,0,0
11682,42,018,18,2021,M,0,1,0,0,0,0,0
11683,28,011,24,2022,O,0,1,0,0,0,0,0
11684,42,018,4,2022,F,0,0,0,1,0,0,0
11685,34,005,18,2021,F,0,1,0,0,0,0,0
11686,27,011,18,2021,F,0,1,0,0,0,0,0
11687,2,014,18,2021,M,0,1,0,0,0,0,0
11688,3,002,23,2022,F,0,1,0,0,0,0,0
11689,24,011,18,2021,M,0,1,0,0,0,0,0
11690,24,010,18,2021,F,0,1,0,0,0,0,0
11691,24,010,18,2021,F,0,1,0,0,0,0,0
11692,12,009,18,2021,M,1,0,0,0,0,0,0
11693,46,019,18,2021,F,0,1,0,0,0,0,0
11694,16,009,18,2021,F,0,1,0,0,0,0,0
11695,42,018,18,2021,M,0,1,0,0,0,0,0
11696,18,006,18,2021,F,0,1,0,0,0,0,0
11697,28,011,18,2021,M,0,1,0,0,0,0,0
11698,6,006,18,2021,M,0,1,0,0,0,0,0
11699,26,014,18,2021,F,1,0,0,0,0,0,0
11700,20,009,18,2021,M,0,1,0,0,0,0,0
11701,17,007,7,2020,M,0,1,0,0,0,0,0
11702,9,005,18,2021,M,0,1,0,0,0,0,0
11703,10,004,7,2020,M,1,0,0,0,0,0,0
11704,8,004,18,2021,F,0,1,0,0,0,0,0
11705,20,003,18,2021,M,0,1,0,0,0,0,0
11706,45,017,18,2021,M,1,0,0,0,0,0,0
11707,28,011,18,2021,F,0,1,0,0,0,0,0
11708,27,012,18,2021,M,0,1,0,0,0,0,0
11709,4,002,18,2021,M,0,1,0,0,0,0,0
11710,6,006,23,2022,M,0,1,0,0,0,0,0
11711,34,005,23,2022,M,0,1,0,0,0,0,0
11712,16,007,18,2021,F,0,1,0,0,0,0,0
11713,21,006,18,2021,F,0,1,0,0,0,0,0
11714,15,009,18,2021,M,1,0,0,0,0,0,0
11715,26,014,18,2021,F,0,1,0,0,0,0,0
11716,41,016,18,2021,F,0,1,0,0,0,0,0
11717,14,008,18,2021,M,1,0,0,0,0,0,0
11718,24,011,18,2021,M,0,1,0,0,0,0,0
11719,21,022,18,2021,O,0,1,0,0,0,0,0
11720,21,022,18,2021,F,0,1,0,0,0,0,0
11721,37,025,18,2021,O,1,0,0,0,0,0,0
11722,27,018,18,2021,F,0,1,0,0,0,0,0
11723,34,005,23,2022,M,0,1,0,0,0,0,0
11724,17,008,18,2021,F,1,0,0,0,0,0,0
11725,16,007,18,2021,M,0,1,0,0,0,0,0
11726,18,008,18,2021,M,1,0,0,0,0,0,0
11727,31,025,18,2021,M,1,0,0,0,0,0,0
11728,26,014,18,2021,M,1,0,0,0,0,0,0
11729,37,025,18,2021,F,0,1,0,0,0,0,0
11730,19,022,23,2022,M,0,1,0,0,0,0,0
11731,28,011,18,2021,F,0,1,0,0,0,0,0
11732,8,006,18,2021,F,0,1,0,0,0,0,0
11733,26,014,18,2021,M,1,0,0,0,0,0,0
11734,20,007,18,2021,F,0,1,0,0,0,0,0
11735,27,011,18,2021,F,0,1,0,0,0,0,0
11736,28,011,18,2021,F,0,1,0,0,0,0,0
11737,13,008,7,2020,F,1,0,0,0,0,0,0
11738,41,016,18,2021,M,0,1,0,0,0,0,0
11739,26,014,18,2021,F,1,0,0,0,0,0,0
11740,28,011,24,2022,F,0,1,0,0,0,0,0
11741,10,004,7,2020,M,1,0,0,0,0,0,0
11742,31,025,18,2021,M,1,0,0,0,0,0,0
11743,16,007,18,2021,F,0,1,0,0,0,0,0
11744,9,005,18,2021,F,0,1,0,0,0,0,0
11745,23,008,18,2021,O,0,0,0,1,0,0,0
11746,22,010,24,2022,F,1,0,0,0,0,0,0
11747,24,011,18,2021,M,0,1,0,0,0,0,0
11748,16,007,18,2021,F,0,1,0,0,0,0,0
11749,28,011,7,2020,F,0,1,0,0,0,0,0
11750,9,005,18,2021,M,0,1,0,0,0,0,0
11751,45,016,23,2022,M,1,0,0,0,0,0,0
11752,19,022,18,2021,O,0,1,0,0,0,0,0
11753,21,006,18,2021,F,0,0,0,1,0,0,0
11754,28,011,23,2022,F,0,1,0,0,0,0,0
11755,24,010,18,2021,F,0,1,0,0,0,0,0
11756,18,008,18,2021,M,0,1,0,0,0,0,0
11757,15,009,7,2020,F,1,0,0,0,0,0,0
11758,28,011,18,2021,F,0,1,0,0,0,0,0
11759,28,011,24,2022,F,0,1,0,0,0,0,0
11760,45,016,18,2021,M,0,0,0,1,0,0,0
11761,20,003,18,2021,F,0,1,0,0,0,0,0
11762,37,011,18,2021,O,0,1,0,0,0,0,0
11763,29,025,18,2021,M,0,1,0,0,0,0,0
11764,41,016,18,2021,M,0,1,0,0,0,0,0
11765,42,001,23,2022,M,1,0,0,0,0,0,0
11766,11,009,24,2022,M,0,1,0,0,0,0,0
11767,42,001,18,2021,F,0,0,0,1,0,0,0
11768,20,009,18,2021,M,1,0,0,0,0,0,0
11769,28,011,24,2022,F,0,1,0,0,0,0,0
11770,32,014,24,2022,M,1,0,0,0,0,0,0
11771,10,004,24,2022,M,0,1,0,0,0,0,0
11772,29,015,5,2021,M,0,1,0,0,0,0,0
11773,8,006,5,2021,M,0,1,0,0,0,0,0
11774,24,010,19,2021,F,1,0,0,0,0,0,0
11775,2,018,19,2021,F,0,0,0,0,1,0,0
11776,44,019,5,2021,M,0,0,0,1,0,0,0
11777,32,019,19,2021,M,1,0,0,0,0,0,0
11778,21,006,24,2022,M,0,1,0,0,0,0,0
11779,21,006,5,2021,F,0,1,0,0,0,0,0
11780,7,003,5,2021,F,0,1,0,0,0,0,0
11781,7,003,5,2021,F,0,1,0,0,0,0,0
11782,45,016,5,2021,M,0,0,0,1,0,0,0
11783,37,011,5,2021,F,0,1,0,0,0,0,0
11784,25,010,5,2021,M,0,1,0,0,0,0,0
11785,3,002,5,2021,F,0,1,0,0,0,0,0
11786,36,009,5,2021,F,1,0,0,0,0,0,0
11787,18,008,5,2021,F,1,0,0,0,0,0,0
11788,21,006,5,2021,F,0,1,0,0,0,0,0
11789,28,011,5,2021,F,0,1,0,0,0,0,0
11790,4,001,5,2021,M,0,1,0,0,0,0,0
11791,17,007,5,2021,F,0,1,0,0,0,0,0
11792,37,025,5,2021,F,0,1,0,0,0,0,0
11793,39,016,5,2021,M,1,0,0,0,0,0,0
11794,37,011,5,2021,F,0,1,0,0,0,0,0
11795,36,025,5,2021,F,1,0,0,0,0,0,0
11796,8,006,5,2021,F,0,1,0,0,0,0,0
11797,35,025,19,2021,M,1,0,0,0,0,0,0
11798,21,006,5,2021,M,0,1,0,0,0,0,0
11799,34,005,5,2021,F,0,1,0,0,0,0,0
11800,1,014,5,2021,F,0,1,0,0,0,0,0
11801,13,008,19,2021,M,0,0,0,1,0,0,0
11802,42,018,23,2022,F,0,1,0,0,0,0,0
11803,38,016,5,2021,F,0,0,0,1,0,0,0
11804,37,025,5,2021,M,0,1,0,0,0,0,0
11805,34,005,5,2021,F,0,1,0,0,0,0,0
11806,16,007,19,2021,F,0,1,0,0,0,0,0
11807,37,011,5,2021,F,0,1,0,0,0,0,0
11808,28,015,5,2021,M,0,1,0,0,0,0,0
11809,28,011,5,2021,F,0,1,0,0,0,0,0
11810,11,009,5,2021,M,0,0,0,1,0,0,0
11811,38,016,5,2021,M,1,0,0,0,0,0,0
11812,21,006,7,2020,M,0,1,0,0,0,0,0
11813,6,006,5,2021,M,0,1,0,0,0,0,0
11814,16,007,5,2021,F,0,1,0,0,0,0,0
11815,8,003,5,2021,M,0,1,0,0,0,0,0
11816,35,017,11,2021,F,0,1,0,0,0,0,0
11817,27,011,11,2021,F,0,1,0,0,0,0,0
11818,26,014,23,2022,M,0,0,1,0,0,0,0
11819,36,025,19,2021,F,1,0,0,0,0,0,0
11820,27,018,23,2022,F,1,0,0,0,0,0,0
11821,24,010,15,2022,F,0,1,0,0,0,0,0
11822,3,001,15,2022,F,0,1,0,0,0,0,0
11823,31,025,23,2022,M,0,1,0,0,0,0,0
11824,27,012,21,2021,M,0,1,0,0,0,0,0
11825,46,019,15,2022,M,0,0,0,1,0,0,0
11826,21,006,15,2022,M,0,1,0,0,0,0,0
11827,17,006,7,2020,M,0,1,0,0,0,0,0
11828,6,007,15,2022,M,0,1,0,0,0,0,0
11829,24,010,15,2022,M,0,1,0,0,0,0,0
11830,16,007,7,2020,M,0,1,0,0,0,0,0
11831,48,020,15,2022,M,0,1,0,0,0,0,0
11832,16,007,15,2022,F,0,1,0,0,0,0,0
11833,15,007,17,2022,F,0,1,0,0,0,0,0
11834,15,007,17,2022,F,0,1,0,0,0,0,0
11835,24,010,15,2022,M,0,1,0,0,0,0,0
11836,46,019,6,2021,M,0,0,0,1,0,0,0
11837,20,003,15,2022,M,0,1,0,0,0,0,0
11838,3,002,23,2022,M,0,1,0,0,0,0,0
11839,42,018,15,2022,F,0,1,0,0,0,0,0
11840,10,004,15,2022,M,1,0,0,0,0,0,0
11841,42,018,15,2022,M,0,0,0,1,0,0,0
11842,22,010,15,2022,M,0,1,0,0,0,0,0
11843,4,002,17,2022,M,0,1,0,0,0,0,0
11844,34,005,15,2022,F,0,1,0,0,0,0,0
11845,47,019,17,2022,M,0,0,0,1,0,0,0
11846,29,015,15,2022,F,0,1,0,0,0,0,0
11847,44,019,17,2022,M,0,0,0,1,0,0,0
11848,6,007,21,2021,F,0,1,0,0,0,0,0
11849,2,018,21,2021,M,0,1,0,0,0,0,0
11850,5,002,21,2021,M,0,1,0,0,0,0,0
11851,16,008,21,2021,M,0,1,0,0,0,0,0
11852,25,012,21,2021,M,0,1,0,0,0,0,0
11853,34,022,21,2021,F,0,1,0,0,0,0,0
11854,34,022,21,2021,F,0,0,0,1,0,0,0
11855,28,011,6,2021,F,0,1,0,0,0,0,0
11856,43,019,11,2021,M,1,0,0,0,0,0,0
11857,43,019,11,2021,M,1,0,0,0,0,0,0
11858,43,018,11,2021,F,0,1,0,0,0,0,0
11859,42,018,21,2021,M,0,1,0,0,0,0,0
11860,27,011,19,2021,F,0,1,0,0,0,0,0
11861,21,005,21,2021,F,0,1,0,0,0,0,0
11862,24,010,21,2021,M,0,1,0,0,0,0,0
11863,37,011,21,2021,F,0,1,0,0,0,0,0
11864,49,024,21,2021,M,1,0,0,0,0,0,0
11865,29,015,21,2021,M,0,1,0,0,0,0,0
11866,9,005,21,2021,F,0,1,0,0,0,0,0
11867,8,006,21,2021,F,0,1,0,0,0,0,0
11868,29,015,19,2021,F,0,1,0,0,0,0,0
11869,26,025,21,2021,M,1,0,0,0,0,0,0
11870,11,009,17,2022,F,1,0,0,0,0,0,0
11871,36,025,21,2021,M,1,0,0,0,0,0,0
11872,15,009,21,2021,M,0,1,0,0,0,0,0
11873,25,001,21,2021,M,0,1,0,0,0,0,0
11874,25,001,21,2021,M,0,1,0,0,0,0,0
11875,16,008,21,2021,F,0,1,0,0,0,0,0
11876,20,009,11,2021,O,0,1,0,0,0,0,0
11877,20,009,11,2021,F,1,0,0,0,0,0,0
11878,8,006,11,2021,M,0,1,0,0,0,0,0
11879,27,011,21,2021,F,0,0,0,1,0,0,0
11880,26,012,19,2021,O,0,1,0,0,0,0,0
11881,26,012,19,2021,M,0,1,0,0,0,0,0
11882,42,018,21,2021,F,0,1,0,0,0,0,0
11883,42,018,13,2020,F,0,0,0,1,0,0,0
11884,42,018,14,2020,F,0,1,0,0,0,0,0
11885,15,009,21,2021,M,1,0,0,0,0,0,0
11886,40,024,21,2021,F,0,0,0,1,0,0,0
11887,48,020,21,2021,F,0,1,0,0,0,0,0
11888,11,009,21,2021,O,0,1,0,0,0,0,0
11889,48,020,6,2021,M,0,1,0,0,0,0,0
11890,27,012,21,2021,M,0,1,0,0,0,0,0
11891,27,012,7,2022,O,0,1,0,0,0,0,0
11892,6,003,21,2021,F,0,1,0,0,0,0,0
11893,24,011,11,2021,F,0,1,0,0,0,0,0
11894,37,011,6,2021,F,1,0,0,0,0,0,0
11895,17,008,6,2021,O,1,0,0,0,0,0,0
11896,28,012,6,2021,M,1,0,0,0,0,0,0
11897,8,003,6,2021,M,0,1,0,0,0,0,0
11898,28,015,6,2021,M,0,1,0,0,0,0,0
11899,28,011,19,2021,M,0,1,0,0,0,0,0
11900,37,011,11,2021,M,1,0,0,0,0,0,0
11901,16,009,6,2021,M,0,1,0,0,0,0,0
11902,27,012,6,2021,M,0,0,0,1,0,0,0
11903,29,015,6,2021,M,0,1,0,0,0,0,0
11904,29,015,6,2021,M,0,1,0,0,0,0,0
11905,34,022,19,2021,F,0,1,0,0,0,0,0
11906,28,011,6,2021,F,0,1,0,0,0,0,0
11907,29,015,6,2021,M,0,1,0,0,0,0,0
11908,27,025,6,2021,M,1,0,0,0,0,0,0
11909,36,025,19,2021,M,1,0,0,0,0,0,0
11910,21,006,19,2021,M,0,1,0,0,0,0,0
11911,37,025,19,2021,M,0,1,0,0,0,0,0
11912,37,025,19,2021,M,0,1,0,0,0,0,0
11913,2,012,6,2021,M,1,0,0,0,0,0,0
11914,28,011,19,2021,M,0,1,0,0,0,0,0
11915,16,007,19,2021,F,0,1,0,0,0,0,0
11916,30,025,19,2021,M,1,0,0,0,0,0,0
11917,16,007,19,2021,F,0,1,0,0,0,0,0
11918,41,016,19,2021,M,0,1,0,0,0,0,0
11919,17,006,19,2021,F,0,1,0,0,0,0,0
11920,1,014,6,2021,M,1,0,0,0,0,0,0
11921,1,014,6,2021,M,0,1,0,0,0,0,0
11922,28,011,19,2021,F,0,1,0,0,0,0,0
11923,28,011,19,2021,F,0,1,0,0,0,0,0
11924,23,008,6,2021,F,1,0,0,0,0,0,0
11925,14,008,21,2021,M,1,0,0,0,0,0,0
11926,17,006,19,2021,F,0,1,0,0,0,0,0
11927,16,008,21,2021,F,0,1,0,0,0,0,0
11928,20,009,21,2021,F,0,1,0,0,0,0,0
11929,27,011,19,2021,M,0,1,0,0,0,0,0
11930,27,011,20,2021,F,0,1,0,0,0,0,0
11931,29,015,19,2021,F,0,1,0,0,0,0,0
11932,16,008,7,2020,F,0,1,0,0,0,0,0
11933,6,007,19,2021,M,0,1,0,0,0,0,0
11934,50,017,19,2021,F,0,0,0,0,1,0,0
11935,21,006,19,2021,F,0,1,0,0,0,0,0
11936,9,005,19,2021,F,0,1,0,0,0,0,0
11937,42,001,19,2021,F,0,1,0,0,0,0,0
11938,42,001,19,2021,F,0,1,0,0,0,0,0
11939,24,010,19,2021,F,0,1,0,0,0,0,0
11940,28,011,19,2021,F,0,1,0,0,0,0,0
11941,28,011,19,2021,F,0,1,0,0,0,0,0
11942,28,011,9,2021,O,0,1,0,0,0,0,0
11943,26,025,19,2021,M,1,0,0,0,0,0,0
11944,12,009,21,2021,M,1,0,0,0,0,0,0
11945,8,006,19,2021,F,0,1,0,0,0,0,0
11946,36,025,19,2021,F,1,0,0,0,0,0,0
11947,10,004,19,2021,F,0,1,0,0,0,0,0
11948,17,008,19,2021,F,1,0,0,0,0,0,0
11949,16,007,19,2021,M,0,1,0,0,0,0,0
11950,24,010,19,2021,M,0,1,0,0,0,0,0
11951,7,004,19,2021,M,0,1,0,0,0,0,0
11952,24,010,19,2021,F,0,1,0,0,0,0,0
11953,3,002,19,2021,M,0,1,0,0,0,0,0
11954,4,002,19,2021,F,0,1,0,0,0,0,0
11955,6,007,19,2021,F,0,1,0,0,0,0,0
11956,24,011,19,2021,F,0,1,0,0,0,0,0
11957,34,005,19,2021,F,0,1,0,0,0,0,0
11958,27,011,19,2021,F,0,1,0,0,0,0,0
11959,28,011,7,2020,F,0,1,0,0,0,0,0
11960,37,015,19,2021,M,0,1,0,0,0,0,0
11961,37,015,19,2021,F,0,1,0,0,0,0,0
11962,43,018,19,2021,F,0,1,0,0,0,0,0
11963,21,022,19,2021,O,0,1,0,0,0,0,0
11964,9,005,19,2021,O,0,1,0,0,0,0,0
11965,27,011,19,2021,F,1,0,0,0,0,0,0
11966,4,001,7,2020,F,0,1,0,0,0,0,0
11967,4,001,7,2020,M,0,1,0,0,0,0,0
11968,33,017,23,2022,M,1,0,0,0,0,0,0
11969,20,009,21,2021,F,0,1,0,0,0,0,0
11970,45,016,19,2021,F,1,0,0,0,0,0,0
11971,8,003,21,2021,M,0,1,0,0,0,0,0
11972,4,002,19,2021,M,0,1,0,0,0,0,0
11973,29,015,19,2021,M,0,1,0,0,0,0,0
11974,26,025,19,2021,F,1,0,0,0,0,0,0
11975,24,010,19,2021,M,0,1,0,0,0,0,0
11976,27,011,19,2021,F,1,0,0,0,0,0,0
11977,30,025,19,2021,F,1,0,0,0,0,0,0
11978,42,001,19,2021,F,0,0,1,0,0,0,0
11979,31,025,19,2021,F,1,0,0,0,0,0,0
11980,5,003,19,2021,O,0,1,0,0,0,0,0
11981,16,007,19,2021,F,0,1,0,0,0,0,0
11982,31,025,19,2021,F,1,0,0,0,0,0,0
11983,15,009,19,2021,M,1,0,0,0,0,0,0
11984,1,014,23,2022,M,0,1,0,0,0,0,0
11985,7,004,19,2021,F,0,1,0,0,0,0,0
11986,17,008,19,2021,M,0,1,0,0,0,0,0
11987,50,024,19,2021,M,0,1,0,0,0,0,0
11988,28,011,19,2021,M,0,1,0,0,0,0,0
11989,8,004,19,2021,F,0,1,0,0,0,0,0
11990,28,011,19,2021,M,0,1,0,0,0,0,0
11991,7,004,17,2022,F,0,1,0,0,0,0,0
11992,24,010,19,2021,F,0,1,0,0,0,0,0
11993,3,002,23,2022,M,0,1,0,0,0,0,0
11994,6,007,23,2022,M,0,1,0,0,0,0,0
11995,6,007,23,2022,M,0,1,0,0,0,0,0
11996,37,025,17,2022,M,0,1,0,0,0,0,0
11997,42,018,19,2021,F,0,1,0,0,0,0,0
11998,16,007,19,2021,F,0,1,0,0,0,0,0
11999,4,001,19,2021,O,0,1,0,0,0,0,0
12000,21,006,19,2021,F,0,1,0,0,0,0,0
12001,14,008,19,2021,F,1,0,0,0,0,0,0
12002,26,025,19,2021,M,0,1,0,0,0,0,0
12003,11,009,19,2021,M,0,1,0,0,0,0,0
12004,27,018,19,2021,M,0,1,0,0,0,0,0
12005,3,001,19,2021,O,0,1,0,0,0,0,0
12006,24,010,19,2021,M,0,1,0,0,0,0,0
12007,24,011,19,2021,F,0,1,0,0,0,0,0
12008,9,005,19,2021,M,0,1,0,0,0,0,0
12009,43,018,30,2022,M,1,0,0,0,0,0,0
12010,21,022,6,2021,M,0,1,0,0,0,0,0
12011,12,009,19,2021,F,1,0,0,0,0,0,0
12012,12,009,19,2021,M,1,0,0,0,0,0,0
