,ward,district,date_day,date_year,charge_1_type,race_BLACK,race_WHITE HISPANIC,race_BLACK HISPANIC,race_WHITE,race_ASIAN / PACIFIC ISLANDER,race_UNKNOWN / REFUSED,race_AMER INDIAN / ALASKAN NATIVE
89329,24,010,24,2014,O,1,0,0,0,0,0,0
89330,44,019,27,2014,F,1,0,0,0,0,0,0
89331,49,024,1,2014,M,1,0,0,0,0,0,0
89332,27,011,3,2014,F,1,0,0,0,0,0,0
89333,2,011,29,2014,O,1,0,0,0,0,0,0
89334,2,011,29,2014,F,1,0,0,0,0,0,0
89335,26,014,3,2014,M,0,1,0,0,0,0,0
89336,8,004,30,2014,M,1,0,0,0,0,0,0
89337,37,025,30,2014,M,1,0,0,0,0,0,0
89338,27,011,24,2014,F,1,0,0,0,0,0,0
89339,27,011,24,2014,F,1,0,0,0,0,0,0
89340,16,007,31,2014,M,1,0,0,0,0,0,0
89341,16,007,31,2014,M,1,0,0,0,0,0,0
89342,3,009,16,2014,F,1,0,0,0,0,0,0
89343,18,006,3,2014,F,0,0,0,1,0,0,0
89344,41,016,3,2014,M,1,0,0,0,0,0,0
89345,5,003,28,2014,F,1,0,0,0,0,0,0
89346,5,003,28,2014,F,1,0,0,0,0,0,0
89347,16,007,4,2014,M,1,0,0,0,0,0,0
89348,8,006,17,2014,M,1,0,0,0,0,0,0
89349,8,006,17,2014,M,1,0,0,0,0,0,0
89350,2,001,19,2014,M,1,0,0,0,0,0,0
89351,24,015,31,2014,F,1,0,0,0,0,0,0
89352,37,025,25,2014,M,0,0,0,1,0,0,0
89353,27,012,4,2014,M,1,0,0,0,0,0,0
89354,27,012,4,2014,M,1,0,0,0,0,0,0
89355,27,012,4,2014,M,0,0,0,1,0,0,0
89356,37,025,25,2014,F,1,0,0,0,0,0,0
89357,15,007,17,2014,F,1,0,0,0,0,0,0
89358,33,017,21,2022,M,0,1,0,0,0,0,0
89359,28,012,1,2014,O,1,0,0,0,0,0,0
89360,28,012,1,2014,O,1,0,0,0,0,0,0
89361,20,003,1,2014,M,1,0,0,0,0,0,0
89362,8,004,1,2014,M,1,0,0,0,0,0,0
89363,24,011,19,2014,F,1,0,0,0,0,0,0
89364,24,011,19,2014,M,1,0,0,0,0,0,0
89365,46,019,29,2014,F,0,0,0,1,0,0,0
89366,9,005,21,2014,M,1,0,0,0,0,0,0
89367,18,008,16,2014,M,1,0,0,0,0,0,0
89368,17,006,3,2014,F,1,0,0,0,0,0,0
89369,28,011,7,2014,M,1,0,0,0,0,0,0
89370,17,007,4,2014,M,1,0,0,0,0,0,0
89371,17,006,28,2014,F,1,0,0,0,0,0,0
89372,37,015,12,2014,M,1,0,0,0,0,0,0
89373,7,004,25,2014,F,1,0,0,0,0,0,0
89374,16,009,30,2014,M,1,0,0,0,0,0,0
89375,5,002,24,2014,F,1,0,0,0,0,0,0
89376,17,007,15,2014,M,1,0,0,0,0,0,0
89377,19,022,25,2014,M,0,0,0,1,0,0,0
89378,33,017,11,2014,F,1,0,0,0,0,0,0
89379,29,015,27,2014,F,1,0,0,0,0,0,0
89380,29,015,27,2014,O,1,0,0,0,0,0,0
89381,24,010,1,2014,F,1,0,0,0,0,0,0
89382,7,004,23,2014,F,1,0,0,0,0,0,0
89383,2,001,21,2014,F,1,0,0,0,0,0,0
89384,9,005,26,2014,F,1,0,0,0,0,0,0
89385,2,011,3,2014,F,1,0,0,0,0,0,0
89386,2,011,3,2014,F,1,0,0,0,0,0,0
89387,7,004,21,2014,M,1,0,0,0,0,0,0
89388,5,003,29,2014,F,1,0,0,0,0,0,0
89389,5,003,29,2014,F,1,0,0,0,0,0,0
89390,42,001,4,2014,M,1,0,0,0,0,0,0
89391,9,005,2,2014,M,1,0,0,0,0,0,0
89392,12,009,17,2014,F,0,1,0,0,0,0,0
89393,21,006,11,2014,M,1,0,0,0,0,0,0
89394,4,002,23,2014,F,1,0,0,0,0,0,0
89395,9,005,26,2014,O,1,0,0,0,0,0,0
89396,15,008,30,2014,M,1,0,0,0,0,0,0
89397,28,015,8,2014,F,1,0,0,0,0,0,0
89398,2,001,10,2014,M,0,1,0,0,0,0,0
89399,27,011,27,2014,F,1,0,0,0,0,0,0
89400,27,012,11,2014,M,0,0,0,1,0,0,0
89401,29,025,30,2014,M,1,0,0,0,0,0,0
89402,2,011,31,2014,F,1,0,0,0,0,0,0
89403,28,015,28,2014,F,1,0,0,0,0,0,0
89404,28,015,28,2014,F,1,0,0,0,0,0,0
89405,9,005,9,2014,M,1,0,0,0,0,0,0
89406,24,010,18,2014,F,1,0,0,0,0,0,0
89407,24,010,13,2014,F,1,0,0,0,0,0,0
89408,24,010,13,2014,M,1,0,0,0,0,0,0
89409,32,019,1,2014,M,0,1,0,0,0,0,0
89410,26,014,2,2014,M,0,1,0,0,0,0,0
89411,42,001,3,2014,M,1,0,0,0,0,0,0
89412,7,004,24,2014,F,1,0,0,0,0,0,0
89413,4,002,17,2014,M,1,0,0,0,0,0,0
89414,26,014,26,2014,M,0,0,0,1,0,0,0
89415,41,016,11,2014,F,1,0,0,0,0,0,0
89416,24,011,12,2014,M,1,0,0,0,0,0,0
89417,28,011,14,2014,F,1,0,0,0,0,0,0
89418,47,019,20,2014,M,1,0,0,0,0,0,0
89419,47,019,20,2014,M,1,0,0,0,0,0,0
89420,47,019,20,2014,M,1,0,0,0,0,0,0
89421,42,001,23,2014,M,0,0,0,1,0,0,0
89422,42,018,4,2014,M,1,0,0,0,0,0,0
89423,42,018,4,2014,M,1,0,0,0,0,0,0
89424,42,018,4,2014,M,1,0,0,0,0,0,0
89425,34,022,8,2022,F,1,0,0,0,0,0,0
89426,7,004,1,2014,F,1,0,0,0,0,0,0
89427,15,007,28,2014,M,1,0,0,0,0,0,0
89428,15,007,28,2014,M,1,0,0,0,0,0,0
89429,28,011,29,2014,M,1,0,0,0,0,0,0
89430,4,002,23,2014,M,1,0,0,0,0,0,0
89431,7,004,11,2014,F,1,0,0,0,0,0,0
89432,5,003,6,2014,M,1,0,0,0,0,0,0
89433,27,012,18,2014,M,0,0,0,1,0,0,0
89434,27,012,18,2014,M,0,0,0,1,0,0,0
89435,27,018,18,2014,M,1,0,0,0,0,0,0
89436,10,005,13,2014,M,0,0,0,1,0,0,0
89437,5,003,13,2014,M,1,0,0,0,0,0,0
89438,5,003,13,2014,M,1,0,0,0,0,0,0
89439,18,008,18,2014,M,1,0,0,0,0,0,0
89440,30,025,4,2014,M,0,1,0,0,0,0,0
89441,29,025,10,2014,F,1,0,0,0,0,0,0
89442,28,011,6,2014,F,1,0,0,0,0,0,0
89443,5,003,27,2014,M,1,0,0,0,0,0,0
89444,4,002,16,2014,M,1,0,0,0,0,0,0
89445,4,002,18,2014,F,1,0,0,0,0,0,0
89446,37,015,21,2014,F,1,0,0,0,0,0,0
89447,10,004,10,2014,M,0,1,0,0,0,0,0
89448,10,004,10,2014,M,0,1,0,0,0,0,0
89449,27,011,9,2014,M,1,0,0,0,0,0,0
89450,28,011,21,2014,M,1,0,0,0,0,0,0
89451,9,005,25,2014,O,1,0,0,0,0,0,0
89452,2,002,29,2014,M,1,0,0,0,0,0,0
89453,2,002,29,2014,M,1,0,0,0,0,0,0
89454,48,020,17,2014,M,1,0,0,0,0,0,0
89455,31,025,5,2014,F,0,1,0,0,0,0,0
89456,6,007,9,2014,F,1,0,0,0,0,0,0
89457,17,007,31,2014,M,1,0,0,0,0,0,0
89458,17,007,14,2014,M,1,0,0,0,0,0,0
89459,37,025,16,2014,M,0,1,0,0,0,0,0
89460,42,001,26,2014,M,0,0,0,1,0,0,0
89461,42,001,26,2014,M,0,0,0,1,0,0,0
89462,21,022,6,2014,M,1,0,0,0,0,0,0
89463,5,003,2,2014,M,1,0,0,0,0,0,0
89464,27,011,7,2014,F,1,0,0,0,0,0,0
89465,14,008,12,2014,M,0,1,0,0,0,0,0
89466,28,011,31,2014,M,1,0,0,0,0,0,0
89467,14,009,27,2014,F,1,0,0,0,0,0,0
89468,8,004,13,2014,M,1,0,0,0,0,0,0
89469,32,018,2,2014,M,1,0,0,0,0,0,0
89470,25,010,12,2014,M,0,0,0,1,0,0,0
89471,26,012,8,2014,M,1,0,0,0,0,0,0
89472,7,004,9,2014,F,1,0,0,0,0,0,0
89473,16,008,27,2014,M,0,1,0,0,0,0,0
89474,16,008,27,2014,M,0,1,0,0,0,0,0
89475,16,008,27,2014,M,0,1,0,0,0,0,0
89476,41,016,5,2014,M,1,0,0,0,0,0,0
89477,2,012,4,2014,M,1,0,0,0,0,0,0
89478,12,009,26,2014,M,0,1,0,0,0,0,0
89479,7,003,4,2014,M,1,0,0,0,0,0,0
89480,30,025,3,2014,M,0,1,0,0,0,0,0
89481,17,006,23,2014,F,1,0,0,0,0,0,0
89482,25,012,24,2014,M,0,1,0,0,0,0,0
89483,29,015,25,2014,F,0,0,0,1,0,0,0
89484,29,015,25,2014,F,0,0,0,1,0,0,0
89485,24,010,3,2014,F,1,0,0,0,0,0,0
89486,8,004,23,2014,M,1,0,0,0,0,0,0
89487,21,006,16,2014,M,1,0,0,0,0,0,0
89488,13,008,1,2014,M,0,1,0,0,0,0,0
89489,3,002,13,2014,M,1,0,0,0,0,0,0
89490,6,007,4,2014,M,1,0,0,0,0,0,0
89491,27,011,8,2022,F,1,0,0,0,0,0,0
89492,25,012,7,2014,M,0,0,1,0,0,0,0
89493,6,006,18,2014,F,1,0,0,0,0,0,0
89494,21,006,13,2014,M,1,0,0,0,0,0,0
89495,29,025,12,2014,M,0,1,0,0,0,0,0
89496,17,007,26,2014,M,0,0,1,0,0,0,0
89497,41,016,16,2014,M,1,0,0,0,0,0,0
89498,20,003,5,2014,M,1,0,0,0,0,0,0
89499,5,003,12,2014,F,1,0,0,0,0,0,0
89500,6,007,13,2014,M,1,0,0,0,0,0,0
89501,34,022,17,2014,F,1,0,0,0,0,0,0
89502,11,009,3,2014,M,0,0,0,1,0,0,0
89503,21,006,19,2014,M,1,0,0,0,0,0,0
89504,3,002,21,2014,M,0,0,0,1,0,0,0
89505,43,018,21,2014,M,0,1,0,0,0,0,0
89506,25,012,8,2014,M,0,1,0,0,0,0,0
89507,32,014,12,2014,M,0,1,0,0,0,0,0
89508,35,017,7,2014,M,0,0,0,1,0,0,0
89509,45,016,19,2014,M,0,1,0,0,0,0,0
89510,8,004,24,2014,O,1,0,0,0,0,0,0
89511,16,009,19,2014,M,0,1,0,0,0,0,0
89512,41,016,2,2014,M,1,0,0,0,0,0,0
89513,21,006,26,2014,M,1,0,0,0,0,0,0
89514,15,008,4,2014,M,1,0,0,0,0,0,0
89515,27,011,2,2014,F,1,0,0,0,0,0,0
89516,37,025,28,2014,F,0,1,0,0,0,0,0
89517,37,015,23,2014,M,1,0,0,0,0,0,0
89518,37,015,23,2014,M,1,0,0,0,0,0,0
89519,21,022,27,2014,F,1,0,0,0,0,0,0
89520,6,003,23,2014,F,1,0,0,0,0,0,0
89521,24,011,9,2014,F,1,0,0,0,0,0,0
89522,24,011,9,2014,F,1,0,0,0,0,0,0
89523,20,003,19,2014,M,1,0,0,0,0,0,0
89524,2,001,21,2014,M,1,0,0,0,0,0,0
89525,47,020,2,2014,M,0,1,0,0,0,0,0
89526,24,010,1,2014,M,1,0,0,0,0,0,0
89527,27,011,1,2014,F,1,0,0,0,0,0,0
89528,29,015,11,2014,O,1,0,0,0,0,0,0
89529,29,015,11,2014,O,1,0,0,0,0,0,0
89530,3,009,4,2014,M,1,0,0,0,0,0,0
89531,50,024,1,2014,F,1,0,0,0,0,0,0
89532,9,005,23,2014,O,1,0,0,0,0,0,0
89533,17,007,18,2014,M,1,0,0,0,0,0,0
89534,42,001,4,2014,F,0,0,0,1,0,0,0
89535,20,003,9,2014,M,1,0,0,0,0,0,0
89536,22,010,1,2014,M,0,1,0,0,0,0,0
89537,24,010,29,2014,M,1,0,0,0,0,0,0
89538,42,018,31,2014,F,1,0,0,0,0,0,0
89539,49,024,24,2014,M,0,0,0,1,0,0,0
89540,18,008,16,2014,M,1,0,0,0,0,0,0
89541,19,022,2,2014,M,1,0,0,0,0,0,0
89542,1,012,4,2014,M,1,0,0,0,0,0,0
89543,42,001,27,2014,M,0,0,0,0,0,1,0
89544,42,001,27,2014,M,1,0,0,0,0,0,0
89545,24,010,18,2014,F,1,0,0,0,0,0,0
89546,24,010,18,2014,F,1,0,0,0,0,0,0
89547,24,010,18,2014,F,1,0,0,0,0,0,0
89548,21,006,17,2014,M,1,0,0,0,0,0,0
89549,2,001,3,2014,F,0,1,0,0,0,0,0
89550,5,003,2,2014,M,1,0,0,0,0,0,0
89551,44,019,15,2014,M,0,0,0,1,0,0,0
89552,37,015,14,2014,F,1,0,0,0,0,0,0
89553,17,006,1,2014,M,1,0,0,0,0,0,0
89554,29,025,15,2014,M,1,0,0,0,0,0,0
89555,28,011,17,2014,F,1,0,0,0,0,0,0
89556,28,011,3,2014,F,1,0,0,0,0,0,0
89557,28,011,3,2014,F,0,0,1,0,0,0,0
89558,29,015,20,2014,M,1,0,0,0,0,0,0
89559,48,020,29,2014,M,0,0,0,1,0,0,0
89560,34,005,19,2014,M,1,0,0,0,0,0,0
89561,10,004,13,2014,M,0,1,0,0,0,0,0
89562,27,018,14,2014,M,1,0,0,0,0,0,0
89563,26,012,14,2014,F,0,0,0,1,0,0,0
89564,17,006,18,2014,F,1,0,0,0,0,0,0
89565,17,006,18,2014,F,1,0,0,0,0,0,0
89566,24,011,1,2014,F,1,0,0,0,0,0,0
89567,37,025,26,2014,M,0,1,0,0,0,0,0
89568,3,009,25,2014,F,0,0,1,0,0,0,0
89569,21,006,1,2014,F,1,0,0,0,0,0,0
89570,21,006,1,2014,F,1,0,0,0,0,0,0
89571,16,007,11,2014,M,1,0,0,0,0,0,0
89572,16,008,27,2014,M,1,0,0,0,0,0,0
89573,7,004,23,2014,M,1,0,0,0,0,0,0
89574,7,004,23,2014,M,1,0,0,0,0,0,0
89575,34,005,20,2014,M,1,0,0,0,0,0,0
89576,44,019,17,2014,F,0,1,0,0,0,0,0
89577,17,006,14,2014,F,1,0,0,0,0,0,0
89578,14,009,23,2014,M,0,1,0,0,0,0,0
89579,28,011,28,2014,M,1,0,0,0,0,0,0
89580,24,011,11,2014,M,1,0,0,0,0,0,0
89581,8,004,13,2014,F,1,0,0,0,0,0,0
89582,16,007,12,2014,M,1,0,0,0,0,0,0
89583,2,001,15,2014,M,0,0,0,1,0,0,0
89584,34,005,18,2014,O,1,0,0,0,0,0,0
89585,17,006,20,2014,F,1,0,0,0,0,0,0
89586,23,008,12,2014,F,1,0,0,0,0,0,0
89587,6,006,16,2014,M,1,0,0,0,0,0,0
89588,6,007,15,2014,M,1,0,0,0,0,0,0
89589,41,016,12,2014,M,1,0,0,0,0,0,0
89590,16,008,1,2014,F,1,0,0,0,0,0,0
89591,16,008,1,2014,F,1,0,0,0,0,0,0
89592,28,015,11,2014,F,1,0,0,0,0,0,0
89593,9,005,16,2014,M,1,0,0,0,0,0,0
89594,9,005,16,2014,M,1,0,0,0,0,0,0
89595,9,006,18,2014,M,1,0,0,0,0,0,0
89596,7,004,11,2014,F,1,0,0,0,0,0,0
89597,7,004,11,2014,M,1,0,0,0,0,0,0
89598,41,016,4,2014,M,1,0,0,0,0,0,0
89599,27,011,17,2014,F,1,0,0,0,0,0,0
89600,10,004,18,2014,M,0,1,0,0,0,0,0
89601,10,004,18,2014,M,0,1,0,0,0,0,0
89602,34,005,1,2014,F,1,0,0,0,0,0,0
89603,10,004,15,2014,O,1,0,0,0,0,0,0
89604,16,007,1,2014,M,1,0,0,0,0,0,0
89605,2,001,8,2014,M,1,0,0,0,0,0,0
89606,28,011,15,2014,F,1,0,0,0,0,0,0
89607,27,025,24,2014,F,1,0,0,0,0,0,0
89608,5,008,2,2014,M,1,0,0,0,0,0,0
89609,29,025,17,2014,M,1,0,0,0,0,0,0
89610,37,015,12,2014,M,1,0,0,0,0,0,0
89611,17,008,30,2014,M,1,0,0,0,0,0,0
89612,12,009,27,2014,F,0,1,0,0,0,0,0
89613,32,019,24,2014,M,0,0,0,1,0,0,0
89614,32,014,15,2014,M,0,0,0,1,0,0,0
89615,30,025,29,2014,M,0,0,0,1,0,0,0
89616,36,016,12,2014,F,0,0,0,1,0,0,0
89617,36,016,12,2014,F,0,0,0,1,0,0,0
89618,24,010,10,2014,F,1,0,0,0,0,0,0
89619,21,022,1,2014,F,1,0,0,0,0,0,0
89620,17,007,4,2014,F,1,0,0,0,0,0,0
89621,2,011,18,2014,F,1,0,0,0,0,0,0
89622,37,025,22,2014,F,1,0,0,0,0,0,0
89623,5,003,2,2014,F,1,0,0,0,0,0,0
89624,5,003,2,2014,F,1,0,0,0,0,0,0
89625,15,008,24,2014,F,1,0,0,0,0,0,0
89626,7,004,30,2014,M,1,0,0,0,0,0,0
89627,37,015,1,2014,M,1,0,0,0,0,0,0
89628,5,003,23,2014,M,1,0,0,0,0,0,0
89629,21,006,8,2022,F,1,0,0,0,0,0,0
89630,27,012,10,2014,M,0,1,0,0,0,0,0
89631,6,007,25,2014,M,1,0,0,0,0,0,0
89632,8,006,15,2014,M,1,0,0,0,0,0,0
89633,8,006,15,2014,M,1,0,0,0,0,0,0
89634,8,006,15,2014,M,1,0,0,0,0,0,0
89635,2,001,9,2014,M,1,0,0,0,0,0,0
89636,27,011,5,2014,F,1,0,0,0,0,0,0
89637,49,024,23,2014,F,0,0,0,1,0,0,0
89638,22,010,18,2014,M,1,0,0,0,0,0,0
89639,37,025,1,2014,M,0,1,0,0,0,0,0
89640,37,025,1,2014,M,0,1,0,0,0,0,0
89641,5,003,20,2014,M,1,0,0,0,0,0,0
89642,2,001,2,2014,M,1,0,0,0,0,0,0
89643,41,016,8,2014,M,0,0,0,1,0,0,0
89644,5,003,18,2014,F,1,0,0,0,0,0,0
89645,20,003,1,2014,F,1,0,0,0,0,0,0
89646,41,016,13,2014,M,0,1,0,0,0,0,0
89647,21,006,17,2014,M,1,0,0,0,0,0,0
89648,21,006,17,2014,M,1,0,0,0,0,0,0
89649,18,006,1,2014,M,1,0,0,0,0,0,0
89650,2,012,31,2014,M,1,0,0,0,0,0,0
89651,15,007,23,2014,M,1,0,0,0,0,0,0
89652,42,018,31,2014,M,1,0,0,0,0,0,0
89653,40,024,18,2014,M,0,1,0,0,0,0,0
89654,40,024,18,2014,M,0,1,0,0,0,0,0
89655,22,010,30,2014,M,0,1,0,0,0,0,0
89656,22,010,30,2014,M,0,1,0,0,0,0,0
89657,12,009,12,2014,F,0,1,0,0,0,0,0
89658,21,022,1,2014,F,1,0,0,0,0,0,0
89659,28,011,20,2014,O,1,0,0,0,0,0,0
89660,28,011,20,2014,F,1,0,0,0,0,0,0
89661,28,011,20,2014,O,1,0,0,0,0,0,0
89662,28,011,20,2014,O,1,0,0,0,0,0,0
89663,28,011,20,2014,O,1,0,0,0,0,0,0
89664,23,008,14,2014,M,1,0,0,0,0,0,0
89665,42,001,8,2022,M,1,0,0,0,0,0,0
89666,2,012,4,2014,M,1,0,0,0,0,0,0
89667,5,003,28,2014,M,1,0,0,0,0,0,0
89668,5,003,28,2014,M,1,0,0,0,0,0,0
89669,28,011,4,2014,M,1,0,0,0,0,0,0
89670,21,006,15,2014,M,1,0,0,0,0,0,0
89671,17,006,4,2014,M,1,0,0,0,0,0,0
89672,17,006,4,2014,M,1,0,0,0,0,0,0
89673,17,006,4,2014,M,1,0,0,0,0,0,0
89674,17,006,4,2014,M,1,0,0,0,0,0,0
89675,24,011,13,2014,O,1,0,0,0,0,0,0
89676,27,018,30,2014,M,1,0,0,0,0,0,0
89677,23,008,15,2014,M,0,1,0,0,0,0,0
89678,9,005,13,2014,M,1,0,0,0,0,0,0
89679,22,010,30,2014,F,0,1,0,0,0,0,0
89680,8,004,30,2014,F,1,0,0,0,0,0,0
89681,8,004,30,2014,F,1,0,0,0,0,0,0
89682,34,022,15,2014,F,1,0,0,0,0,0,0
89683,3,009,21,2014,M,1,0,0,0,0,0,0
89684,37,025,14,2014,M,1,0,0,0,0,0,0
89685,2,002,24,2014,M,1,0,0,0,0,0,0
89686,2,002,24,2014,M,1,0,0,0,0,0,0
89687,3,002,1,2014,M,1,0,0,0,0,0,0
89688,27,011,27,2014,F,1,0,0,0,0,0,0
89689,17,007,16,2014,M,1,0,0,0,0,0,0
89690,49,024,13,2014,M,1,0,0,0,0,0,0
89691,3,002,30,2014,M,1,0,0,0,0,0,0
89692,25,012,10,2014,M,0,1,0,0,0,0,0
89693,27,011,23,2014,F,1,0,0,0,0,0,0
89694,42,001,7,2014,F,1,0,0,0,0,0,0
89695,21,006,2,2014,M,1,0,0,0,0,0,0
89696,21,006,2,2014,F,1,0,0,0,0,0,0
89697,7,004,19,2014,M,1,0,0,0,0,0,0
89698,27,011,1,2014,F,1,0,0,0,0,0,0
89699,13,008,20,2014,M,0,1,0,0,0,0,0
89700,7,004,31,2014,M,1,0,0,0,0,0,0
89701,29,015,9,2014,M,1,0,0,0,0,0,0
89702,5,003,29,2014,M,1,0,0,0,0,0,0
89703,27,011,11,2014,F,1,0,0,0,0,0,0
89704,8,006,24,2014,F,1,0,0,0,0,0,0
89705,6,006,18,2014,M,1,0,0,0,0,0,0
89706,38,016,9,2014,M,1,0,0,0,0,0,0
89707,8,004,25,2014,M,1,0,0,0,0,0,0
89708,28,015,3,2014,M,1,0,0,0,0,0,0
89709,28,010,11,2014,M,0,1,0,0,0,0,0
89710,2,012,13,2014,F,1,0,0,0,0,0,0
89711,2,001,4,2014,M,1,0,0,0,0,0,0
89712,26,014,4,2014,M,0,1,0,0,0,0,0
89713,8,004,23,2014,M,1,0,0,0,0,0,0
89714,37,015,21,2014,F,1,0,0,0,0,0,0
89715,37,025,6,2014,M,1,0,0,0,0,0,0
89716,28,011,20,2014,F,1,0,0,0,0,0,0
89717,2,012,10,2014,M,0,1,0,0,0,0,0
89718,2,012,10,2014,F,0,1,0,0,0,0,0
89719,28,011,21,2014,F,1,0,0,0,0,0,0
89720,21,006,25,2014,O,1,0,0,0,0,0,0
89721,28,015,22,2014,M,1,0,0,0,0,0,0
89722,13,008,31,2014,F,0,1,0,0,0,0,0
89723,13,008,31,2014,F,0,1,0,0,0,0,0
89724,37,025,9,2014,F,1,0,0,0,0,0,0
89725,2,001,23,2014,M,1,0,0,0,0,0,0
89726,17,007,6,2014,M,1,0,0,0,0,0,0
89727,24,010,1,2014,F,1,0,0,0,0,0,0
89728,4,002,19,2014,M,1,0,0,0,0,0,0
89729,44,019,14,2014,M,1,0,0,0,0,0,0
89730,47,019,17,2014,F,1,0,0,0,0,0,0
89731,47,019,17,2014,F,1,0,0,0,0,0,0
89732,22,010,26,2014,F,1,0,0,0,0,0,0
89733,26,025,7,2014,M,1,0,0,0,0,0,0
89734,2,012,11,2014,M,1,0,0,0,0,0,0
89735,1,014,12,2014,M,1,0,0,0,0,0,0
89736,24,010,12,2014,M,1,0,0,0,0,0,0
89737,24,010,12,2014,M,1,0,0,0,0,0,0
89738,16,009,3,2014,M,1,0,0,0,0,0,0
89739,28,015,18,2014,O,1,0,0,0,0,0,0
89740,45,016,3,2014,M,0,0,0,1,0,0,0
89741,17,007,28,2014,M,1,0,0,0,0,0,0
89742,42,001,13,2014,F,1,0,0,0,0,0,0
89743,6,006,24,2014,M,1,0,0,0,0,0,0
89744,28,010,9,2014,M,1,0,0,0,0,0,0
89745,28,011,16,2014,M,1,0,0,0,0,0,0
89746,42,001,16,2014,M,1,0,0,0,0,0,0
89747,24,010,2,2014,M,1,0,0,0,0,0,0
89748,24,010,2,2014,M,1,0,0,0,0,0,0
89749,28,011,18,2014,F,1,0,0,0,0,0,0
89750,4,002,25,2014,F,1,0,0,0,0,0,0
89751,14,008,1,2014,M,0,0,0,1,0,0,0
89752,13,008,2,2014,M,1,0,0,0,0,0,0
89753,28,011,2,2014,F,1,0,0,0,0,0,0
89754,2,001,4,2014,M,1,0,0,0,0,0,0
89755,1,014,17,2014,M,0,1,0,0,0,0,0
89756,28,011,14,2014,M,1,0,0,0,0,0,0
89757,28,011,14,2014,M,0,0,0,1,0,0,0
89758,28,011,4,2014,F,1,0,0,0,0,0,0
89759,28,011,8,2014,F,1,0,0,0,0,0,0
89760,27,011,22,2014,F,1,0,0,0,0,0,0
89761,49,024,4,2014,O,1,0,0,0,0,0,0
89762,16,007,23,2014,M,1,0,0,0,0,0,0
89763,16,007,23,2014,M,1,0,0,0,0,0,0
89764,16,007,23,2014,M,1,0,0,0,0,0,0
89765,50,024,17,2014,F,0,1,0,0,0,0,0
89766,16,007,16,2014,M,1,0,0,0,0,0,0
89767,48,020,31,2014,M,1,0,0,0,0,0,0
89768,24,011,18,2014,F,1,0,0,0,0,0,0
89769,42,001,22,2014,F,1,0,0,0,0,0,0
89770,3,002,2,2014,M,1,0,0,0,0,0,0
89771,28,011,21,2014,M,1,0,0,0,0,0,0
89772,14,009,18,2014,M,0,1,0,0,0,0,0
89773,21,022,13,2014,M,1,0,0,0,0,0,0
89774,2,001,3,2014,M,1,0,0,0,0,0,0
89775,43,018,3,2014,M,1,0,0,0,0,0,0
89776,2,011,26,2014,M,1,0,0,0,0,0,0
89777,9,005,16,2014,M,1,0,0,0,0,0,0
89778,28,011,20,2014,M,1,0,0,0,0,0,0
89779,28,011,22,2014,F,1,0,0,0,0,0,0
89780,9,005,18,2014,M,1,0,0,0,0,0,0
89781,34,005,28,2014,F,1,0,0,0,0,0,0
89782,17,007,11,2014,M,1,0,0,0,0,0,0
89783,17,007,12,2014,M,1,0,0,0,0,0,0
89784,28,011,31,2014,M,1,0,0,0,0,0,0
89785,10,005,24,2014,M,1,0,0,0,0,0,0
89786,10,005,24,2014,M,1,0,0,0,0,0,0
89787,34,005,3,2014,M,1,0,0,0,0,0,0
89788,34,022,28,2014,M,1,0,0,0,0,0,0
89789,50,024,4,2014,M,0,0,0,0,1,0,0
89790,25,012,3,2014,F,0,1,0,0,0,0,0
89791,5,003,16,2014,M,1,0,0,0,0,0,0
89792,34,005,23,2014,F,1,0,0,0,0,0,0
89793,18,008,4,2014,M,1,0,0,0,0,0,0
89794,41,016,4,2014,M,0,0,0,1,0,0,0
89795,31,025,28,2014,M,0,1,0,0,0,0,0
89796,24,010,3,2014,F,1,0,0,0,0,0,0
89797,7,004,30,2014,M,1,0,0,0,0,0,0
89798,37,025,26,2014,F,1,0,0,0,0,0,0
89799,5,003,17,2014,F,1,0,0,0,0,0,0
89800,2,001,30,2014,M,1,0,0,0,0,0,0
89801,28,015,10,2014,M,1,0,0,0,0,0,0
89802,37,025,26,2014,M,0,0,0,1,0,0,0
89803,37,025,26,2014,M,0,0,0,1,0,0,0
89804,28,011,24,2014,F,1,0,0,0,0,0,0
89805,24,010,3,2014,O,1,0,0,0,0,0,0
89806,28,011,4,2014,F,1,0,0,0,0,0,0
89807,17,006,11,2014,M,1,0,0,0,0,0,0
89808,25,009,13,2014,M,1,0,0,0,0,0,0
89809,21,006,6,2014,M,1,0,0,0,0,0,0
89810,7,004,23,2014,M,1,0,0,0,0,0,0
89811,39,017,11,2014,M,0,1,0,0,0,0,0
89812,28,011,16,2014,M,1,0,0,0,0,0,0
89813,24,011,9,2014,M,1,0,0,0,0,0,0
89814,27,012,12,2014,M,1,0,0,0,0,0,0
89815,27,011,15,2014,F,0,1,0,0,0,0,0
89816,27,011,25,2014,F,1,0,0,0,0,0,0
89817,28,011,6,2014,M,1,0,0,0,0,0,0
89818,28,011,21,2014,O,1,0,0,0,0,0,0
89819,28,011,22,2014,M,1,0,0,0,0,0,0
89820,37,025,21,2014,M,0,1,0,0,0,0,0
89821,47,019,7,2014,O,1,0,0,0,0,0,0
89822,17,008,14,2014,O,1,0,0,0,0,0,0
89823,18,008,2,2014,F,1,0,0,0,0,0,0
