,ward,district,date_day,date_year,charge_1_type,race_BLACK,race_WHITE HISPANIC,race_BLACK HISPANIC,race_WHITE,race_ASIAN / PACIFIC ISLANDER,race_UNKNOWN / REFUSED,race_AMER INDIAN / ALASKAN NATIVE
31411,34,022,7,2017,F,1,0,0,0,0,0,0
31412,15,008,17,2017,F,1,0,0,0,0,0,0
31413,9,005,25,2017,F,1,0,0,0,0,0,0
31414,4,002,7,2017,M,1,0,0,0,0,0,0
31415,4,002,26,2017,F,1,0,0,0,0,0,0
31416,27,011,28,2017,M,1,0,0,0,0,0,0
31417,31,025,18,2017,M,0,1,0,0,0,0,0
31418,32,014,2,2017,M,1,0,0,0,0,0,0
31419,3,002,22,2017,M,1,0,0,0,0,0,0
31420,4,002,28,2017,F,1,0,0,0,0,0,0
31421,20,003,2,2017,M,1,0,0,0,0,0,0
31422,9,005,24,2017,M,1,0,0,0,0,0,0
31423,31,025,28,2017,M,0,1,0,0,0,0,0
31424,27,011,22,2017,F,1,0,0,0,0,0,0
31425,42,001,6,2017,M,1,0,0,0,0,0,0
31426,6,006,26,2017,F,1,0,0,0,0,0,0
31427,2,001,22,2017,M,1,0,0,0,0,0,0
31428,28,011,17,2017,F,1,0,0,0,0,0,0
31429,34,005,3,2017,F,1,0,0,0,0,0,0
31430,28,011,5,2017,M,1,0,0,0,0,0,0
31431,24,010,30,2017,F,1,0,0,0,0,0,0
31432,3,002,18,2017,F,1,0,0,0,0,0,0
31433,18,008,10,2017,F,1,0,0,0,0,0,0
31434,28,015,9,2017,M,1,0,0,0,0,0,0
31435,13,008,11,2017,M,0,0,0,1,0,0,0
31436,41,016,6,2017,M,1,0,0,0,0,0,0
31437,34,005,17,2017,M,1,0,0,0,0,0,0
31438,21,006,13,2022,M,1,0,0,0,0,0,0
31439,29,015,30,2017,M,1,0,0,0,0,0,0
31440,36,016,19,2017,M,0,0,0,1,0,0,0
31441,9,005,7,2017,F,1,0,0,0,0,0,0
31442,27,011,12,2017,F,1,0,0,0,0,0,0
31443,26,014,1,2017,M,0,0,0,1,0,0,0
31444,21,006,27,2017,M,1,0,0,0,0,0,0
31445,21,006,23,2018,M,1,0,0,0,0,0,0
31446,24,011,14,2017,F,1,0,0,0,0,0,0
31447,28,011,9,2017,F,1,0,0,0,0,0,0
31448,24,010,11,2017,F,1,0,0,0,0,0,0
31449,15,008,17,2017,O,1,0,0,0,0,0,0
31450,42,001,6,2017,M,0,0,0,1,0,0,0
31451,44,019,20,2017,M,0,0,0,1,0,0,0
31452,15,008,13,2017,M,0,1,0,0,0,0,0
31453,42,018,13,2022,F,0,0,0,1,0,0,0
31454,16,009,15,2017,M,1,0,0,0,0,0,0
31455,15,007,10,2017,M,1,0,0,0,0,0,0
31456,9,005,21,2017,M,1,0,0,0,0,0,0
31457,1,014,23,2017,M,0,0,0,1,0,0,0
31458,48,020,13,2017,M,1,0,0,0,0,0,0
31459,24,010,17,2017,M,0,1,0,0,0,0,0
31460,29,015,25,2017,M,1,0,0,0,0,0,0
31461,31,025,5,2017,M,1,0,0,0,0,0,0
31462,15,008,9,2017,F,1,0,0,0,0,0,0
31463,41,016,8,2017,M,0,1,0,0,0,0,0
31464,24,010,15,2017,M,1,0,0,0,0,0,0
31465,37,025,27,2017,M,1,0,0,0,0,0,0
31466,24,011,8,2017,M,1,0,0,0,0,0,0
31467,16,009,11,2017,F,1,0,0,0,0,0,0
31468,27,011,19,2017,F,1,0,0,0,0,0,0
31469,1,014,25,2017,M,0,1,0,0,0,0,0
31470,2,001,22,2017,F,1,0,0,0,0,0,0
31471,42,018,10,2017,F,0,0,0,1,0,0,0
31472,17,006,12,2017,M,1,0,0,0,0,0,0
31473,24,010,7,2017,F,1,0,0,0,0,0,0
31474,28,011,13,2017,M,1,0,0,0,0,0,0
31475,49,024,9,2017,F,0,0,0,1,0,0,0
31476,2,018,13,2022,M,0,0,0,1,0,0,0
31477,16,007,26,2017,F,1,0,0,0,0,0,0
31478,12,009,23,2017,F,0,1,0,0,0,0,0
31479,10,004,23,2017,M,0,1,0,0,0,0,0
31480,9,005,6,2017,M,1,0,0,0,0,0,0
31481,37,025,19,2022,M,1,0,0,0,0,0,0
31482,24,011,27,2017,M,1,0,0,0,0,0,0
31483,6,007,3,2017,M,1,0,0,0,0,0,0
31484,13,008,31,2017,M,1,0,0,0,0,0,0
31485,3,001,14,2017,F,1,0,0,0,0,0,0
31486,38,016,8,2017,M,0,1,0,0,0,0,0
31487,6,007,8,2017,M,1,0,0,0,0,0,0
31488,34,022,14,2017,M,1,0,0,0,0,0,0
31489,42,001,14,2017,F,1,0,0,0,0,0,0
31490,5,004,30,2017,F,1,0,0,0,0,0,0
31491,8,004,10,2017,M,1,0,0,0,0,0,0
31492,49,024,27,2017,M,1,0,0,0,0,0,0
31493,28,011,23,2017,M,1,0,0,0,0,0,0
31494,42,001,22,2017,M,0,1,0,0,0,0,0
31495,12,009,13,2017,M,0,1,0,0,0,0,0
31496,27,011,5,2017,F,1,0,0,0,0,0,0
31497,16,007,23,2017,F,1,0,0,0,0,0,0
31498,34,022,26,2017,M,1,0,0,0,0,0,0
31499,34,022,26,2017,M,1,0,0,0,0,0,0
31500,17,006,17,2017,F,1,0,0,0,0,0,0
31501,27,011,18,2017,F,1,0,0,0,0,0,0
31502,8,004,6,2021,M,1,0,0,0,0,0,0
31503,34,005,14,2017,F,1,0,0,0,0,0,0
31504,27,011,21,2017,F,1,0,0,0,0,0,0
31505,35,014,28,2017,M,0,0,1,0,0,0,0
31506,16,009,25,2017,M,0,1,0,0,0,0,0
31507,15,008,20,2017,M,1,0,0,0,0,0,0
31508,40,024,1,2017,M,1,0,0,0,0,0,0
31509,27,011,24,2017,F,1,0,0,0,0,0,0
31510,6,007,1,2017,M,1,0,0,0,0,0,0
31511,13,008,21,2017,F,1,0,0,0,0,0,0
31512,9,005,15,2017,M,1,0,0,0,0,0,0
31513,16,007,20,2017,F,1,0,0,0,0,0,0
31514,15,007,12,2017,M,1,0,0,0,0,0,0
31515,34,005,4,2017,M,1,0,0,0,0,0,0
31516,44,019,19,2017,M,0,0,0,1,0,0,0
31517,16,007,11,2017,M,1,0,0,0,0,0,0
31518,41,016,19,2017,M,1,0,0,0,0,0,0
31519,41,016,16,2017,M,0,0,0,1,0,0,0
31520,24,010,10,2017,M,1,0,0,0,0,0,0
31521,10,004,25,2017,M,1,0,0,0,0,0,0
31522,44,019,10,2017,M,0,0,0,1,0,0,0
31523,4,002,15,2017,M,1,0,0,0,0,0,0
31524,4,002,15,2017,M,1,0,0,0,0,0,0
31525,2,012,10,2017,M,1,0,0,0,0,0,0
31526,21,022,23,2017,M,1,0,0,0,0,0,0
31527,28,011,17,2017,M,1,0,0,0,0,0,0
31528,24,011,24,2017,F,1,0,0,0,0,0,0
31529,30,025,26,2017,M,0,0,1,0,0,0,0
31530,10,004,27,2017,M,1,0,0,0,0,0,0
31531,26,014,9,2017,M,1,0,0,0,0,0,0
31532,24,010,15,2017,F,1,0,0,0,0,0,0
31533,24,011,13,2017,M,1,0,0,0,0,0,0
31534,20,009,17,2017,M,0,1,0,0,0,0,0
31535,31,025,19,2017,O,0,0,0,1,0,0,0
31536,27,011,6,2017,F,1,0,0,0,0,0,0
31537,20,003,12,2017,M,1,0,0,0,0,0,0
31538,32,014,8,2017,M,0,1,0,0,0,0,0
31539,7,004,2,2017,M,1,0,0,0,0,0,0
31540,20,003,10,2017,M,1,0,0,0,0,0,0
31541,14,008,23,2017,F,0,1,0,0,0,0,0
31542,16,009,6,2017,M,0,1,0,0,0,0,0
31543,24,011,9,2017,F,1,0,0,0,0,0,0
31544,7,004,21,2017,M,1,0,0,0,0,0,0
31545,5,003,27,2017,F,0,0,0,1,0,0,0
31546,24,010,7,2017,F,1,0,0,0,0,0,0
31547,35,014,28,2017,O,0,1,0,0,0,0,0
31548,20,007,1,2017,F,1,0,0,0,0,0,0
31549,28,010,27,2017,F,1,0,0,0,0,0,0
31550,13,008,22,2017,F,0,1,0,0,0,0,0
31551,28,011,23,2017,M,1,0,0,0,0,0,0
31552,9,005,6,2017,M,1,0,0,0,0,0,0
31553,9,005,5,2017,M,1,0,0,0,0,0,0
31554,20,003,21,2017,F,1,0,0,0,0,0,0
31555,28,011,27,2017,O,0,1,0,0,0,0,0
31556,27,011,6,2017,F,1,0,0,0,0,0,0
31557,6,003,10,2017,F,1,0,0,0,0,0,0
31558,7,004,25,2017,M,1,0,0,0,0,0,0
31559,6,006,27,2017,M,1,0,0,0,0,0,0
31560,6,006,27,2017,M,1,0,0,0,0,0,0
31561,27,018,28,2017,M,1,0,0,0,0,0,0
31562,23,008,12,2017,M,0,0,0,1,0,0,0
31563,17,007,8,2017,M,1,0,0,0,0,0,0
31564,17,007,8,2017,F,1,0,0,0,0,0,0
31565,29,015,3,2017,M,0,1,0,0,0,0,0
31566,29,015,3,2017,M,1,0,0,0,0,0,0
31567,41,016,5,2017,M,1,0,0,0,0,0,0
31568,3,009,24,2017,F,1,0,0,0,0,0,0
31569,34,005,4,2017,M,1,0,0,0,0,0,0
31570,3,002,26,2017,O,1,0,0,0,0,0,0
31571,30,025,6,2017,F,1,0,0,0,0,0,0
31572,27,012,3,2017,M,0,1,0,0,0,0,0
31573,27,011,10,2017,F,0,1,0,0,0,0,0
31574,9,005,31,2017,M,1,0,0,0,0,0,0
31575,15,008,23,2017,M,1,0,0,0,0,0,0
31576,28,011,7,2017,F,1,0,0,0,0,0,0
31577,12,009,10,2017,M,0,0,0,1,0,0,0
31578,16,007,11,2017,O,1,0,0,0,0,0,0
31579,42,001,3,2017,F,1,0,0,0,0,0,0
31580,40,020,19,2017,F,1,0,0,0,0,0,0
31581,16,009,19,2017,M,0,1,0,0,0,0,0
31582,21,006,21,2017,M,1,0,0,0,0,0,0
31583,21,006,26,2017,M,1,0,0,0,0,0,0
31584,28,011,17,2017,M,1,0,0,0,0,0,0
31585,4,002,3,2017,M,1,0,0,0,0,0,0
31586,28,015,14,2017,O,1,0,0,0,0,0,0
31587,7,004,10,2017,M,1,0,0,0,0,0,0
31588,42,001,5,2017,O,1,0,0,0,0,0,0
31589,33,017,8,2017,F,0,0,0,1,0,0,0
31590,41,016,1,2017,M,1,0,0,0,0,0,0
31591,28,011,12,2017,M,1,0,0,0,0,0,0
31592,24,010,20,2017,F,1,0,0,0,0,0,0
31593,16,009,22,2017,M,1,0,0,0,0,0,0
31594,24,011,2,2017,F,1,0,0,0,0,0,0
31595,40,020,7,2017,F,1,0,0,0,0,0,0
31596,20,007,13,2017,M,1,0,0,0,0,0,0
31597,9,005,11,2017,M,1,0,0,0,0,0,0
31598,9,005,19,2017,O,1,0,0,0,0,0,0
31599,12,009,27,2017,M,1,0,0,0,0,0,0
31600,46,019,26,2017,M,0,0,0,1,0,0,0
31601,7,004,29,2017,O,1,0,0,0,0,0,0
31602,1,014,13,2017,M,0,1,0,0,0,0,0
31603,16,009,5,2017,M,0,1,0,0,0,0,0
31604,27,018,10,2017,M,1,0,0,0,0,0,0
31605,9,005,7,2017,M,1,0,0,0,0,0,0
31606,12,010,9,2017,M,0,1,0,0,0,0,0
31607,21,006,10,2017,M,1,0,0,0,0,0,0
31608,34,005,9,2017,M,1,0,0,0,0,0,0
31609,28,011,10,2017,F,1,0,0,0,0,0,0
31610,24,011,13,2017,F,0,0,0,1,0,0,0
31611,2,012,16,2017,M,1,0,0,0,0,0,0
31612,21,006,20,2017,M,1,0,0,0,0,0,0
31613,2,011,27,2017,M,1,0,0,0,0,0,0
31614,24,010,12,2017,M,1,0,0,0,0,0,0
31615,9,005,21,2017,M,1,0,0,0,0,0,0
31616,2,001,25,2017,M,1,0,0,0,0,0,0
31617,27,018,4,2017,F,1,0,0,0,0,0,0
31618,30,017,21,2017,M,0,0,0,1,0,0,0
31619,27,025,4,2017,F,0,0,0,1,0,0,0
31620,27,025,4,2017,F,0,0,0,1,0,0,0
31621,21,006,2,2017,M,1,0,0,0,0,0,0
31622,16,007,20,2017,M,1,0,0,0,0,0,0
31623,19,022,13,2017,M,1,0,0,0,0,0,0
31624,17,007,21,2017,F,1,0,0,0,0,0,0
31625,41,016,1,2017,M,1,0,0,0,0,0,0
31626,27,011,26,2017,F,1,0,0,0,0,0,0
31627,27,011,2,2017,F,1,0,0,0,0,0,0
31628,28,015,3,2017,M,1,0,0,0,0,0,0
31629,20,003,26,2017,M,1,0,0,0,0,0,0
31630,9,005,6,2017,M,1,0,0,0,0,0,0
31631,11,009,26,2017,F,1,0,0,0,0,0,0
31632,6,006,14,2017,M,1,0,0,0,0,0,0
31633,6,006,24,2017,M,1,0,0,0,0,0,0
31634,15,007,27,2017,M,1,0,0,0,0,0,0
31635,20,003,11,2017,M,1,0,0,0,0,0,0
31636,34,005,27,2017,M,1,0,0,0,0,0,0
31637,1,014,26,2017,M,1,0,0,0,0,0,0
31638,48,024,5,2017,M,0,0,0,1,0,0,0
31639,38,016,26,2017,M,0,1,0,0,0,0,0
31640,28,015,21,2017,M,1,0,0,0,0,0,0
31641,28,015,10,2017,M,1,0,0,0,0,0,0
31642,29,015,28,2017,M,1,0,0,0,0,0,0
31643,42,018,28,2017,M,1,0,0,0,0,0,0
31644,30,025,30,2017,M,0,1,0,0,0,0,0
31645,6,007,27,2017,M,1,0,0,0,0,0,0
31646,21,022,24,2017,F,1,0,0,0,0,0,0
31647,23,008,22,2017,M,0,0,0,1,0,0,0
31648,24,010,4,2017,M,1,0,0,0,0,0,0
31649,50,024,19,2017,F,0,1,0,0,0,0,0
31650,4,002,10,2017,M,1,0,0,0,0,0,0
31651,16,007,6,2017,M,1,0,0,0,0,0,0
31652,2,001,1,2017,M,1,0,0,0,0,0,0
31653,17,006,12,2017,M,1,0,0,0,0,0,0
31654,2,012,8,2017,M,1,0,0,0,0,0,0
31655,6,003,24,2017,F,1,0,0,0,0,0,0
31656,2,011,20,2017,F,0,0,0,1,0,0,0
31657,18,008,9,2017,F,1,0,0,0,0,0,0
31658,20,003,3,2017,F,1,0,0,0,0,0,0
31659,25,012,12,2017,F,0,1,0,0,0,0,0
31660,45,016,23,2017,M,0,0,0,1,0,0,0
31661,17,008,14,2017,M,1,0,0,0,0,0,0
31662,10,004,9,2017,M,1,0,0,0,0,0,0
31663,6,007,3,2017,M,1,0,0,0,0,0,0
31664,31,025,28,2017,F,0,1,0,0,0,0,0
31665,7,004,8,2017,M,1,0,0,0,0,0,0
31666,15,008,31,2017,M,0,1,0,0,0,0,0
31667,25,012,6,2017,M,0,1,0,0,0,0,0
31668,21,022,28,2017,M,1,0,0,0,0,0,0
31669,3,009,25,2017,M,1,0,0,0,0,0,0
31670,31,017,5,2017,M,0,1,0,0,0,0,0
31671,27,011,28,2017,F,1,0,0,0,0,0,0
31672,42,001,3,2017,M,1,0,0,0,0,0,0
31673,28,011,31,2017,O,1,0,0,0,0,0,0
31674,41,016,6,2017,F,0,1,0,0,0,0,0
31675,1,014,22,2017,M,0,1,0,0,0,0,0
31676,16,007,25,2017,F,1,0,0,0,0,0,0
31677,39,017,8,2017,M,1,0,0,0,0,0,0
31678,28,015,15,2017,M,1,0,0,0,0,0,0
31679,7,004,26,2017,M,1,0,0,0,0,0,0
31680,7,004,26,2017,F,1,0,0,0,0,0,0
31681,29,025,14,2017,M,0,1,0,0,0,0,0
31682,27,011,8,2017,M,1,0,0,0,0,0,0
31683,42,018,8,2017,M,1,0,0,0,0,0,0
31684,36,025,12,2017,M,0,1,0,0,0,0,0
31685,37,015,12,2017,M,1,0,0,0,0,0,0
31686,6,006,11,2017,F,1,0,0,0,0,0,0
31687,2,001,6,2017,F,1,0,0,0,0,0,0
31688,7,003,3,2017,M,1,0,0,0,0,0,0
31689,14,008,7,2017,M,0,1,0,0,0,0,0
31690,42,018,13,2022,M,1,0,0,0,0,0,0
31691,1,019,25,2017,F,1,0,0,0,0,0,0
31692,27,011,2,2017,M,1,0,0,0,0,0,0
31693,13,008,5,2017,M,0,1,0,0,0,0,0
31694,6,006,15,2017,M,0,0,0,1,0,0,0
31695,11,009,13,2017,F,0,1,0,0,0,0,0
31696,9,005,29,2017,F,1,0,0,0,0,0,0
31697,22,010,15,2017,F,0,1,0,0,0,0,0
31698,41,016,11,2017,M,0,0,0,1,0,0,0
31699,9,005,22,2017,M,1,0,0,0,0,0,0
31700,7,004,27,2017,M,1,0,0,0,0,0,0
31701,5,003,6,2017,M,1,0,0,0,0,0,0
31702,24,010,26,2017,M,1,0,0,0,0,0,0
31703,24,011,7,2017,M,1,0,0,0,0,0,0
31704,7,004,2,2017,M,1,0,0,0,0,0,0
31705,4,002,25,2017,M,1,0,0,0,0,0,0
31706,8,004,17,2017,M,1,0,0,0,0,0,0
31707,24,010,26,2017,M,1,0,0,0,0,0,0
31708,2,012,10,2017,F,0,0,0,1,0,0,0
31709,17,007,29,2017,M,1,0,0,0,0,0,0
31710,3,002,10,2017,M,1,0,0,0,0,0,0
31711,15,007,15,2017,M,1,0,0,0,0,0,0
31712,1,014,17,2017,M,1,0,0,0,0,0,0
31713,33,017,2,2017,M,0,1,0,0,0,0,0
31714,24,010,11,2017,M,1,0,0,0,0,0,0
31715,17,006,11,2017,O,1,0,0,0,0,0,0
31716,13,008,11,2017,M,1,0,0,0,0,0,0
31717,4,002,27,2017,F,1,0,0,0,0,0,0
31718,37,015,1,2017,M,1,0,0,0,0,0,0
31719,4,001,26,2017,F,1,0,0,0,0,0,0
31720,42,018,3,2017,F,0,1,0,0,0,0,0
31721,28,011,19,2017,M,0,1,0,0,0,0,0
31722,2,011,9,2017,F,1,0,0,0,0,0,0
31723,36,025,25,2017,M,0,1,0,0,0,0,0
31724,15,007,9,2017,F,1,0,0,0,0,0,0
31725,36,025,1,2017,M,0,1,0,0,0,0,0
31726,5,003,24,2017,M,1,0,0,0,0,0,0
31727,19,022,24,2017,F,1,0,0,0,0,0,0
31728,27,011,23,2017,F,0,1,0,0,0,0,0
31729,26,014,22,2017,M,1,0,0,0,0,0,0
31730,16,007,15,2017,M,1,0,0,0,0,0,0
31731,37,015,2,2017,F,1,0,0,0,0,0,0
31732,6,006,13,2017,F,1,0,0,0,0,0,0
31733,2,001,23,2017,M,1,0,0,0,0,0,0
31734,17,006,11,2017,M,1,0,0,0,0,0,0
31735,27,011,15,2017,F,1,0,0,0,0,0,0
31736,42,018,3,2017,M,0,0,0,0,1,0,0
31737,42,001,18,2017,M,1,0,0,0,0,0,0
31738,10,004,26,2017,M,0,1,0,0,0,0,0
31739,24,010,13,2017,F,1,0,0,0,0,0,0
31740,10,004,11,2017,M,0,1,0,0,0,0,0
31741,28,015,6,2017,F,1,0,0,0,0,0,0
31742,8,006,29,2017,M,1,0,0,0,0,0,0
31743,30,025,23,2017,F,0,1,0,0,0,0,0
31744,42,018,2,2017,M,0,0,0,1,0,0,0
31745,37,025,14,2017,M,1,0,0,0,0,0,0
31746,47,019,15,2017,M,0,1,0,0,0,0,0
31747,5,003,23,2017,F,1,0,0,0,0,0,0
31748,42,018,20,2017,F,1,0,0,0,0,0,0
31749,2,012,21,2017,M,1,0,0,0,0,0,0
31750,4,002,14,2017,M,1,0,0,0,0,0,0
31751,42,018,30,2017,M,1,0,0,0,0,0,0
31752,7,003,31,2017,M,1,0,0,0,0,0,0
31753,2,012,7,2017,M,0,0,0,1,0,0,0
31754,1,014,24,2017,M,0,0,0,0,1,0,0
31755,16,008,4,2017,M,1,0,0,0,0,0,0
31756,26,012,15,2017,M,1,0,0,0,0,0,0
31757,28,011,1,2017,F,1,0,0,0,0,0,0
31758,43,019,27,2017,M,0,0,1,0,0,0,0
31759,42,001,10,2017,M,1,0,0,0,0,0,0
31760,24,011,19,2017,M,1,0,0,0,0,0,0
31761,34,022,14,2017,F,1,0,0,0,0,0,0
31762,20,003,1,2017,M,1,0,0,0,0,0,0
31763,21,006,9,2017,M,1,0,0,0,0,0,0
31764,28,011,9,2017,F,1,0,0,0,0,0,0
31765,27,011,15,2017,F,1,0,0,0,0,0,0
31766,25,010,9,2017,M,0,0,0,1,0,0,0
31767,6,007,28,2017,F,1,0,0,0,0,0,0
31768,28,011,23,2017,F,1,0,0,0,0,0,0
31769,8,006,21,2017,M,1,0,0,0,0,0,0
31770,12,010,11,2017,F,0,0,0,1,0,0,0
31771,2,011,30,2017,F,1,0,0,0,0,0,0
31772,16,007,6,2017,M,1,0,0,0,0,0,0
31773,24,010,18,2017,M,1,0,0,0,0,0,0
31774,13,008,7,2017,F,0,0,0,1,0,0,0
31775,17,007,8,2017,M,1,0,0,0,0,0,0
31776,24,011,13,2017,F,0,0,1,0,0,0,0
31777,44,019,27,2017,M,1,0,0,0,0,0,0
31778,18,008,5,2017,M,0,1,0,0,0,0,0
31779,48,020,25,2017,M,0,0,0,0,1,0,0
31780,7,004,17,2017,F,1,0,0,0,0,0,0
31781,28,011,11,2017,F,1,0,0,0,0,0,0
31782,11,009,31,2017,M,0,1,0,0,0,0,0
31783,32,014,2,2017,M,0,0,0,1,0,0,0
31784,28,015,16,2017,M,1,0,0,0,0,0,0
31785,2,001,28,2017,M,1,0,0,0,0,0,0
31786,4,002,15,2017,M,1,0,0,0,0,0,0
31787,17,007,30,2017,M,1,0,0,0,0,0,0
31788,7,004,1,2017,M,1,0,0,0,0,0,0
31789,28,011,15,2017,F,1,0,0,0,0,0,0
31790,48,024,24,2017,M,1,0,0,0,0,0,0
31791,17,006,16,2017,M,1,0,0,0,0,0,0
31792,30,017,6,2017,F,0,1,0,0,0,0,0
31793,6,006,23,2017,M,1,0,0,0,0,0,0
31794,8,006,24,2017,F,1,0,0,0,0,0,0
31795,2,001,21,2017,F,1,0,0,0,0,0,0
31796,2,012,26,2017,M,1,0,0,0,0,0,0
31797,13,008,17,2017,M,1,0,0,0,0,0,0
31798,16,009,22,2017,F,1,0,0,0,0,0,0
31799,17,006,14,2017,M,1,0,0,0,0,0,0
31800,28,011,7,2017,F,1,0,0,0,0,0,0
31801,9,005,1,2017,M,1,0,0,0,0,0,0
31802,7,004,14,2017,M,1,0,0,0,0,0,0
31803,34,022,28,2017,M,1,0,0,0,0,0,0
31804,21,006,13,2017,F,1,0,0,0,0,0,0
31805,49,024,9,2017,F,1,0,0,0,0,0,0
31806,18,006,16,2017,M,1,0,0,0,0,0,0
31807,11,009,20,2017,M,1,0,0,0,0,0,0
31808,16,007,24,2017,F,1,0,0,0,0,0,0
31809,16,007,24,2017,M,1,0,0,0,0,0,0
31810,1,014,18,2017,M,0,0,0,1,0,0,0
31811,6,006,11,2017,F,1,0,0,0,0,0,0
31812,37,025,20,2017,F,1,0,0,0,0,0,0
31813,46,020,1,2017,M,1,0,0,0,0,0,0
31814,28,011,18,2017,F,1,0,0,0,0,0,0
31815,17,006,19,2017,M,1,0,0,0,0,0,0
31816,37,025,14,2017,F,1,0,0,0,0,0,0
31817,7,004,31,2017,M,1,0,0,0,0,0,0
31818,32,014,11,2017,F,0,1,0,0,0,0,0
31819,6,006,22,2017,F,1,0,0,0,0,0,0
31820,42,018,24,2017,M,1,0,0,0,0,0,0
31821,42,001,25,2017,M,1,0,0,0,0,0,0
31822,17,006,19,2017,M,1,0,0,0,0,0,0
31823,17,006,29,2017,M,1,0,0,0,0,0,0
31824,39,017,4,2017,M,0,0,0,1,0,0,0
31825,5,003,5,2017,M,1,0,0,0,0,0,0
31826,21,022,10,2017,M,1,0,0,0,0,0,0
31827,28,015,1,2017,M,1,0,0,0,0,0,0
31828,17,006,4,2017,M,1,0,0,0,0,0,0
31829,6,005,1,2017,F,1,0,0,0,0,0,0
31830,10,004,22,2017,M,0,1,0,0,0,0,0
31831,7,004,27,2017,M,1,0,0,0,0,0,0
31832,27,012,14,2017,M,1,0,0,0,0,0,0
31833,10,004,6,2017,F,1,0,0,0,0,0,0
31834,42,001,8,2017,M,1,0,0,0,0,0,0
31835,2,011,17,2017,F,1,0,0,0,0,0,0
31836,7,004,16,2017,M,1,0,0,0,0,0,0
31837,37,025,4,2017,M,0,1,0,0,0,0,0
31838,2,001,14,2017,M,1,0,0,0,0,0,0
31839,28,011,30,2017,M,1,0,0,0,0,0,0
31840,30,025,21,2017,F,0,1,0,0,0,0,0
31841,42,001,21,2017,M,1,0,0,0,0,0,0
31842,28,011,10,2017,F,1,0,0,0,0,0,0
31843,21,006,24,2017,F,1,0,0,0,0,0,0
31844,34,022,27,2017,M,1,0,0,0,0,0,0
31845,34,022,25,2017,M,1,0,0,0,0,0,0
31846,23,008,19,2017,M,0,1,0,0,0,0,0
31847,20,003,4,2017,F,1,0,0,0,0,0,0
31848,4,002,10,2017,M,1,0,0,0,0,0,0
31849,42,018,2,2017,M,1,0,0,0,0,0,0
31850,28,011,10,2017,F,1,0,0,0,0,0,0
31851,2,001,15,2017,M,1,0,0,0,0,0,0
31852,28,011,28,2017,M,1,0,0,0,0,0,0
31853,10,004,22,2017,M,0,1,0,0,0,0,0
31854,20,007,21,2017,M,1,0,0,0,0,0,0
31855,20,009,5,2017,M,0,1,0,0,0,0,0
31856,19,022,23,2017,F,0,0,0,1,0,0,0
31857,34,005,22,2017,M,1,0,0,0,0,0,0
31858,20,003,3,2017,M,1,0,0,0,0,0,0
31859,18,008,31,2017,M,1,0,0,0,0,0,0
31860,42,001,19,2017,M,0,0,0,1,0,0,0
31861,12,009,11,2017,M,0,1,0,0,0,0,0
31862,26,025,4,2017,M,1,0,0,0,0,0,0
31863,23,008,29,2017,F,0,1,0,0,0,0,0
31864,6,007,1,2017,F,1,0,0,0,0,0,0
31865,2,001,2,2017,M,1,0,0,0,0,0,0
31866,7,003,7,2017,M,1,0,0,0,0,0,0
31867,15,008,27,2017,M,1,0,0,0,0,0,0
31868,16,009,25,2017,F,0,1,0,0,0,0,0
31869,17,007,8,2017,M,1,0,0,0,0,0,0
31870,16,007,10,2017,F,1,0,0,0,0,0,0
31871,7,004,23,2017,F,1,0,0,0,0,0,0
31872,42,001,29,2017,F,1,0,0,0,0,0,0
31873,22,010,21,2017,M,0,1,0,0,0,0,0
31874,27,012,4,2017,M,1,0,0,0,0,0,0
31875,2,012,21,2017,M,1,0,0,0,0,0,0
31876,17,006,17,2017,M,1,0,0,0,0,0,0
31877,37,025,1,2017,M,1,0,0,0,0,0,0
31878,27,011,3,2017,F,0,0,0,1,0,0,0
31879,21,006,4,2017,M,1,0,0,0,0,0,0
31880,1,014,3,2017,M,0,1,0,0,0,0,0
31881,9,005,23,2017,F,1,0,0,0,0,0,0
31882,24,011,5,2017,M,1,0,0,0,0,0,0
31883,28,011,10,2017,F,1,0,0,0,0,0,0
31884,14,009,18,2017,F,0,1,0,0,0,0,0
31885,15,007,5,2017,F,1,0,0,0,0,0,0
31886,17,006,16,2017,F,1,0,0,0,0,0,0
31887,17,007,26,2017,M,1,0,0,0,0,0,0
31888,24,011,25,2017,M,1,0,0,0,0,0,0
31889,13,008,20,2017,M,0,1,0,0,0,0,0
31890,6,006,11,2017,M,1,0,0,0,0,0,0
31891,3,009,21,2017,M,1,0,0,0,0,0,0
31892,23,008,30,2017,M,0,0,0,1,0,0,0
31893,22,010,3,2017,M,0,1,0,0,0,0,0
31894,42,001,1,2017,M,1,0,0,0,0,0,0
31895,46,019,12,2017,M,1,0,0,0,0,0,0
31896,25,012,5,2017,M,0,1,0,0,0,0,0
31897,28,010,28,2017,M,0,1,0,0,0,0,0
31898,15,008,4,2017,M,0,0,0,1,0,0,0
31899,36,025,25,2017,M,1,0,0,0,0,0,0
31900,27,011,11,2017,F,1,0,0,0,0,0,0
31901,49,024,3,2017,M,1,0,0,0,0,0,0
31902,17,007,31,2017,F,1,0,0,0,0,0,0
31903,24,010,11,2017,F,1,0,0,0,0,0,0
31904,40,024,9,2017,O,1,0,0,0,0,0,0
31905,12,010,3,2017,M,0,1,0,0,0,0,0
